mc	mn	mc_onset	mn_onset	timesig	staff	voice	duration	gracenote	nominal_duration	scalar	tied	tpc	midi	chord_id
1	1	0	5/8	3/4	1	1	1/8		1/8	1.0		2	62	0
2	2	0	0	3/4	1	1	1/8		1/8	1.0		1	67	1
2	2	1/8	1/8	3/4	1	1	1/8		1/8	1.0		1	67	2
2	2	1/4	1/4	3/4	1	1	1/8		1/8	1.0		5	71	3
2	2	3/8	3/8	3/4	1	1	1/8		1/8	1.0		5	71	4
2	2	1/2	1/2	3/4	1	1	1/8		1/8	1.0		2	74	5
2	2	5/8	5/8	3/4	1	1	1/8		1/8	1.0		2	74	6
3	3	0	0	3/4	1	1	1/8		1/8	1.0		1	79	7
3	3	1/8	1/8	3/4	1	1	1/8		1/8	1.0		1	79	8
3	3	1/4	1/4	3/4	1	1	1/16		1/16	1.0		5	83	9
3	3	5/16	5/16	3/4	1	1	1/16		1/16	1.0		3	81	10
3	3	3/8	3/8	3/4	1	1	1/16		1/16	1.0		1	79	11
3	3	7/16	7/16	3/4	1	1	1/16		1/16	1.0		6	78	12
3	3	1/2	1/2	3/4	1	1	1/4		1/4	1.0		1	79	13
4	4	0	0	3/4	1	1	1/16		1/16	1.0		4	76	14
4	4	1/16	1/16	3/4	1	1	1/16		1/16	1.0		0	72	15
4	4	1/8	1/8	3/4	1	1	1/16		1/16	1.0		4	76	16
4	4	3/16	3/16	3/4	1	1	1/16		1/16	1.0		1	79	17
4	4	1/4	1/4	3/4	1	1	1/16		1/16	1.0		2	74	18
4	4	5/16	5/16	3/4	1	1	1/16		1/16	1.0		5	71	19
4	4	3/8	3/8	3/4	1	1	1/16		1/16	1.0		2	74	20
4	4	7/16	7/16	3/4	1	1	1/16		1/16	1.0		1	79	21
4	4	1/2	1/2	3/4	1	1	1/16		1/16	1.0		4	76	22
4	4	9/16	9/16	3/4	1	1	1/16		1/16	1.0		0	72	23
4	4	5/8	5/8	3/4	1	1	1/16		1/16	1.0		4	76	24
4	4	11/16	11/16	3/4	1	1	1/16		1/16	1.0		1	79	25
5	5	0	0	3/4	1	1	1/16		1/16	1.0		2	74	26
5	5	1/16	1/16	3/4	1	1	1/16		1/16	1.0		5	71	27
5	5	1/8	1/8	3/4	1	1	1/16		1/16	1.0		2	74	28
5	5	3/16	3/16	3/4	1	1	1/16		1/16	1.0		1	79	29
5	5	1/4	1/4	3/4	1	1	1/16		1/16	1.0		0	72	30
5	5	5/16	5/16	3/4	1	1	1/16		1/16	1.0		3	69	31
5	5	3/8	3/8	3/4	1	1	1/16		1/16	1.0		0	72	32
5	5	7/16	7/16	3/4	1	1	1/16		1/16	1.0		4	76	33
5	5	1/2	1/2	3/4	1	1	1/16		1/16	1.0		2	74	34
5	5	9/16	9/16	3/4	1	1	1/16		1/16	1.0		0	72	35
