mc	mn	mc_onset	mn_onset	timesig	staff	voice	duration	gracenote	nominal_duration	scalar	tied	tpc	midi	chord_id
1	1	0	0	3/4	1	1	1/4		1/4	1		4	64	0
1	1	1/4	1/4	3/4	1	1	1/4		1/4	1		3	69	1
1	1	1/2	1/2	3/4	1	1	1/4		1/4	1		5	71	2
2	2	0	0	3/4	1	1	0	grace16	1/16	1		5	71	3
2	2	0	0	3/4	1	1	1/8		1/8	1		0	72	4
2	2	1/8	1/8	3/4	1	1	1/16		1/16	1		5	71	5
2	2	3/16	3/16	3/4	1	1	1/16		1/16	1		0	72	6
2	2	1/4	1/4	3/4	1	1	1/8		1/8	1		2	74	7
2	2	3/8	3/8	3/4	1	1	1/8		1/8	1		0	72	8
2	2	1/2	1/2	3/4	1	1	1/8		1/8	1		5	71	9
2	2	5/8	5/8	3/4	1	1	1/8		1/8	1		3	69	10
3	3	0	0	3/4	1	1	3/16		1/8	3/2		4	64	11
3	3	3/16	3/16	3/4	1	1	1/16		1/16	1		3	69	12
3	3	3/8	3/8	3/4	1	1	1/8		1/8	1		5	71	13
3	3	1/2	1/2	3/4	1	1	1/8		1/8	1		0	72	14
3	3	5/8	5/8	3/4	1	1	1/8		1/8	1		2	74	15
