mc	mn	mc_onset	mn_onset	timesig	staff	voice	duration	nominal_duration	scalar	tied	tpc	midi	chord_id
1	1	0	0	3/4	1	1	1/8	1/8	1.0		3	81	0
1	1	1/8	1/8	3/4	1	1	1/16	1/16	1.0		1	79	1
1	1	3/16	3/16	3/4	1	1	1/16	1/16	1.0		3	81	2
1	1	1/4	1/4	3/4	1	1	1/16	1/16	1.0		-2	82	3
1	1	5/16	5/16	3/4	1	1	1/16	1/16	1.0		3	81	4
1	1	3/8	3/8	3/4	1	1	1/16	1/16	1.0		1	79	5
1	1	7/16	7/16	3/4	1	1	1/16	1/16	1.0		-1	77	6
1	1	1/2	1/2	3/4	1	1	1/16	1/16	1.0		3	81	7
1	1	9/16	9/16	3/4	1	1	1/16	1/16	1.0		1	79	8
1	1	5/8	5/8	3/4	1	1	1/16	1/16	1.0		-1	77	9
1	1	11/16	11/16	3/4	1	1	1/16	1/16	1.0		4	76	10
2	2	0	0	3/4	1	1	1/16	1/16	1.0		1	79	11
2	2	1/16	1/16	3/4	1	1	1/16	1/16	1.0		-1	77	12
2	2	1/8	1/8	3/4	1	1	1/16	1/16	1.0		4	76	13
2	2	3/16	3/16	3/4	1	1	1/16	1/16	1.0		2	74	14
2	2	1/4	1/4	3/4	1	1	1/8	1/8	1.0		7	73	15
2	2	3/8	3/8	3/4	1	1	1/16	1/16	1.0		5	71	16
2	2	7/16	7/16	3/4	1	1	1/16	1/16	1.0		7	73	17
2	2	1/2	1/2	3/4	1	1	1/4	1/4	1.0		3	69	18
3	3	0	0	3/4	1	1	1/8	1/8	1.0		3	69	19
3	3	1/8	1/8	3/4	1	1	1/16	1/16	1.0		-1	65	20
3	3	3/16	3/16	3/4	1	1	1/16	1/16	1.0		3	69	21
3	3	1/4	1/4	3/4	1	1	1/8	1/8	1.0		2	74	22
3	3	3/8	3/8	3/4	1	1	1/16	1/16	1.0		3	69	23
3	3	7/16	7/16	3/4	1	1	1/16	1/16	1.0		2	74	24
3	3	1/2	1/2	3/4	1	1	1/8	1/8	1.0		-2	70	25
3	3	5/8	5/8	3/4	1	1	1/16	1/16	1.0		3	69	26
3	3	11/16	11/16	3/4	1	1	1/16	1/16	1.0		1	67	27
4	4	0	0	3/4	1	1	1/8	1/8	1.0		-1	65	28
4	4	1/8	1/8	3/4	1	1	1/16	1/16	1.0		4	64	29
4	4	3/16	3/16	3/4	1	1	1/16	1/16	1.0		2	62	30
4	4	1/4	1/4	3/4	1	1	1/16	1/16	1.0		7	61	31
4	4	5/16	5/16	3/4	1	1	1/16	1/16	1.0		2	62	32
4	4	3/8	3/8	3/4	1	1	1/16	1/16	1.0		4	64	33
4	4	7/16	7/16	3/4	1	1	1/16	1/16	1.0		-1	65	34
4	4	1/2	1/2	3/4	1	1	1/4	1/4	1.0		3	57	35
5	5	0	0	3/4	1	1	1/8	1/8	1.0		3	57	36
5	5	1/8	1/8	3/4	1	1	1/8	1/8	1.0		7	61	37
5	5	1/4	1/4	3/4	1	1	1/8	1/8	1.0		4	64	38
5	5	3/8	3/8	3/4	1	1	1/8	1/8	1.0		3	69	39
5	5	1/2	1/2	3/4	1	1	1/8	1/8	1.0		7	73	40
5	5	5/8	5/8	3/4	1	1	1/8	1/8	1.0		4	76	41
6	6	0	0	3/4	1	1	1/16	1/16	1.0		1	79	42
6	6	1/16	1/16	3/4	1	1	1/16	1/16	1.0		-1	77	43
