mc	mn	mc_onset	mn_onset	timesig	staff	voice	duration	nominal_duration	scalar	tied	tpc	midi	chord_id
1	1	0	0	3/4	1	1	1/8	1/8	1.0		4	76	0
1	1	1/8	1/8	3/4	1	1	1/16	1/16	1.0		4	76	1
1	1	3/16	3/16	3/4	1	1	1/16	1/16	1.0		5	71	2
1	1	1/4	1/4	3/4	1	1	1/8	1/8	1.0		1	67	3
1	1	3/8	3/8	3/4	1	1	1/8	1/8	1.0		4	64	4
1	1	1/2	1/2	3/4	1	1	1/8	1/8	1.0		1	67	5
1	1	5/8	5/8	3/4	1	1	1/8	1/8	1.0		5	71	6
2	2	0	0	3/4	1	1	1/8	1/8	1.0		6	78	7
2	2	1/8	1/8	3/4	1	1	1/16	1/16	1.0		6	78	8
2	2	3/16	3/16	3/4	1	1	1/16	1/16	1.0		4	76	9
2	2	1/4	1/4	3/4	1	1	1/8	1/8	1.0		9	75	10
2	2	3/8	3/8	3/4	1	1	1/8	1/8	1.0		5	71	11
2	2	1/2	1/2	3/4	1	1	1/8	1/8	1.0		9	75	12
2	2	5/8	5/8	3/4	1	1	1/8	1/8	1.0		6	78	13
3	3	0	0	3/4	1	1	1/8	1/8	1.0		1	79	14
3	3	1/8	1/8	3/4	1	1	1/8	1/8	1.0		6	78	15
3	3	1/4	1/4	3/4	1	1	1/8	1/8	1.0		4	76	16
3	3	3/8	3/8	3/4	1	1	1/8	1/8	1.0		1	79	17
3	3	1/2	1/2	3/4	1	1	1/8	1/8	1.0		6	78	18
3	3	5/8	5/8	3/4	1	1	1/8	1/8	1.0		4	76	19
4	4	0	0	3/4	1	1	1/8	1/8	1.0		9	75	20
4	4	1/8	1/8	3/4	1	1	1/8	1/8	1.0		4	76	21
4	4	1/4	1/4	3/4	1	1	1/4	1/4	1.0		6	78	22
4	4	1/2	1/2	3/4	1	1	1/4	1/4	1.0		5	71	23
5	5	0	0	3/4	1	1	1/16	1/16	1.0		0	72	24
5	5	1/16	1/16	3/4	1	1	1/16	1/16	1.0		2	74	25
5	5	1/8	1/8	3/4	1	1	1/16	1/16	1.0		0	72	26
5	5	3/16	3/16	3/4	1	1	1/16	1/16	1.0		5	71	27
5	5	1/4	1/4	3/4	1	1	1/8	1/8	1.0		3	69	28
5	5	3/8	3/8	3/4	1	1	1/8	1/8	1.0		0	72	29
5	5	1/2	1/2	3/4	1	1	1/8	1/8	1.0		4	76	30
5	5	5/8	5/8	3/4	1	1	1/8	1/8	1.0		0	72	31
6	6	0	0	3/4	1	1	1/16	1/16	1.0		5	71	32
6	6	1/16	1/16	3/4	1	1	1/16	1/16	1.0		0	72	33
6	6	1/8	1/8	3/4	1	1	1/16	1/16	1.0		5	71	34
6	6	3/16	3/16	3/4	1	1	1/16	1/16	1.0		3	69	35
6	6	1/4	1/4	3/4	1	1	1/8	1/8	1.0		1	67	36
6	6	3/8	3/8	3/4	1	1	1/8	1/8	1.0		5	71	37
6	6	1/2	1/2	3/4	1	1	1/8	1/8	1.0		4	76	38
6	6	5/8	5/8	3/4	1	1	1/8	1/8	1.0		5	71	39
7	7	0	0	3/4	1	1	1/8	1/8	1.0		1	67	40
7	7	1/8	1/8	3/4	1	1	1/8	1/8	1.0		4	64	41
7	7	1/4	1/4	3/4	1	1	1/8	1/8	1.0		1	67	42
7	7	3/8	3/8	3/4	1	1	1/8	1/8	1.0		5	71	43
7	7	1/2	1/2	3/4	1	1	1/8	1/8	1.0		4	76	44
7	7	5/8	5/8	3/4	1	1	1/8	1/8	1.0		1	79	45
8	8	0	0	3/4	1	1	1/8	1/8	1.0		6	78	46
8	8	1/8	1/8	3/4	1	1	1/16	1/16	1.0		4	76	47
8	8	3/16	3/16	3/4	1	1	1/16	1/16	1.0		9	75	48
8	8	1/4	1/4	3/4	1	1	1/2	1/2	1.0		4	76	49
9	9	0	0	3/4	1	1	1/8	1/8	1.0		1	79	50
9	9	1/8	1/8	3/4	1	1	1/16	1/16	1.0		1	79	51
9	9	3/16	3/16	3/4	1	1	1/16	1/16	1.0		2	74	52
9	9	1/4	1/4	3/4	1	1	1/8	1/8	1.0		5	71	53
9	9	3/8	3/8	3/4	1	1	1/8	1/8	1.0		1	67	54
9	9	1/2	1/2	3/4	1	1	1/8	1/8	1.0		5	71	55
9	9	5/8	5/8	3/4	1	1	1/8	1/8	1.0		2	74	56
10	10	0	0	3/4	1	1	1/8	1/8	1.0		1	79	57
10	10	1/8	1/8	3/4	1	1	1/16	1/16	1.0		1	79	58
10	10	3/16	3/16	3/4	1	1	1/16	1/16	1.0		2	74	59
10	10	1/4	1/4	3/4	1	1	1/8	1/8	1.0		5	71	60
10	10	3/8	3/8	3/4	1	1	1/8	1/8	1.0		1	67	61
10	10	1/2	1/2	3/4	1	1	1/8	1/8	1.0		5	71	62
10	10	5/8	5/8	3/4	1	1	1/8	1/8	1.0		2	74	63
11	11	0	0	3/4	1	1	1/8	1/8	1.0		1	79	64
11	11	1/8	1/8	3/4	1	1	1/8	1/8	1.0		5	83	65
11	11	1/4	1/4	3/4	1	1	1/8	1/8	1.0		3	81	66
11	11	3/8	3/8	3/4	1	1	1/8	1/8	1.0		1	79	67
11	11	1/2	1/2	3/4	1	1	1/8	1/8	1.0		6	78	68
11	11	5/8	5/8	3/4	1	1	1/8	1/8	1.0		4	76	69
12	12	0	0	3/4	1	1	1/8	1/8	1.0		6	78	70
12	12	1/8	1/8	3/4	1	1	1/8	1/8	1.0		1	79	71
12	12	1/4	1/4	3/4	1	1	1/4	1/4	1.0		3	81	72
12	12	1/2	1/2	3/4	1	1	1/4	1/4	1.0		2	74	73
13	13	0	0	3/4	1	1	1/8	1/8	1.0		4	76	74
13	13	1/8	1/8	3/4	1	1	1/8	1/8	1.0		0	72	75
13	13	1/4	1/4	3/4	1	1	1/8	1/8	1.0		4	76	76
13	13	3/8	3/8	3/4	1	1	1/8	1/8	1.0		0	72	77
13	13	1/2	1/2	3/4	1	1	1/8	1/8	1.0		4	76	78
13	13	5/8	5/8	3/4	1	1	1/16	1/16	1.0		6	78	79
13	13	11/16	11/16	3/4	1	1	1/16	1/16	1.0		1	79	80
14	14	0	0	3/4	1	1	1/8	1/8	1.0		2	74	81
14	14	1/8	1/8	3/4	1	1	1/8	1/8	1.0		5	71	82
14	14	1/4	1/4	3/4	1	1	1/8	1/8	1.0		2	74	83
14	14	3/8	3/8	3/4	1	1	1/8	1/8	1.0		5	71	84
14	14	1/2	1/2	3/4	1	1	1/8	1/8	1.0		2	74	85
14	14	5/8	5/8	3/4	1	1	1/8	1/8	1.0		1	79	86
15	15	0	0	3/4	1	1	1/8	1/8	1.0		5	71	87
15	15	1/8	1/8	3/4	1	1	1/8	1/8	1.0		1	67	88
15	15	1/4	1/4	3/4	1	1	1/8	1/8	1.0		0	72	89
15	15	3/8	3/8	3/4	1	1	1/8	1/8	1.0		3	69	90
15	15	1/2	1/2	3/4	1	1	1/8	1/8	1.0		5	71	91
15	15	5/8	5/8	3/4	1	1	1/8	1/8	1.0		6	66	92
16	16	0	0	3/4	1	1	1/4	1/4	1.0		1	67	93
16	16	1/4	1/4	3/4	1	1	1/8	1/8	1.0		5	71	94
16	16	3/8	3/8	3/4	1	1	1/8	1/8	1.0		3	69	95
16	16	1/2	1/2	3/4	1	1	1/8	1/8	1.0		1	67	96
16	16	5/8	5/8	3/4	1	1	1/8	1/8	1.0		6	66	97
