mc	mn	mc_onset	mn_onset	timesig	staff	voice	duration	nominal_duration	scalar	tied	tpc	midi	chord_id
1	1	0	0	3/4	1	1	1/8	1/8	1.0		1	67	0
1	1	1/8	1/8	3/4	1	1	1/16	1/16	1.0		3	69	1
1	1	3/16	3/16	3/4	1	1	1/16	1/16	1.0		5	71	2
1	1	1/4	1/4	3/4	1	1	1/8	1/8	1.0		3	69	3
1	1	3/8	3/8	3/4	1	1	1/16	1/16	1.0		5	71	4
1	1	7/16	7/16	3/4	1	1	1/16	1/16	1.0		0	72	5
1	1	1/2	1/2	3/4	1	1	1/8	1/8	1.0		5	71	6
1	1	5/8	5/8	3/4	1	1	1/16	1/16	1.0		0	72	7
1	1	11/16	11/16	3/4	1	1	1/16	1/16	1.0		2	74	8
2	2	0	0	3/4	1	1	1/4	1/4	1.0		2	74	9
2	2	1/4	1/4	3/4	1	1	1/2	1/2	1.0		3	69	10
3	3	0	0	3/4	1	1	1/8	1/8	1.0		0	60	11
3	3	1/8	1/8	3/4	1	1	1/8	1/8	1.0		4	76	12
3	3	1/4	1/4	3/4	1	1	1/8	1/8	1.0		5	59	13
3	3	3/8	3/8	3/4	1	1	1/8	1/8	1.0		2	74	14
3	3	1/2	1/2	3/4	1	1	1/8	1/8	1.0		3	57	15
3	3	5/8	5/8	3/4	1	1	1/8	1/8	1.0		0	72	16
4	4	0	0	3/4	1	1	1/16	1/16	1.0		5	71	17
4	4	1/16	1/16	3/4	1	1	1/16	1/16	1.0		2	74	18
4	4	1/8	1/8	3/4	1	1	1/16	1/16	1.0		5	71	19
4	4	3/16	3/16	3/4	1	1	1/16	1/16	1.0		1	67	20
4	4	1/4	1/4	3/4	1	1	1/16	1/16	1.0		3	69	21
4	4	5/16	5/16	3/4	1	1	1/16	1/16	1.0		0	72	22
4	4	3/8	3/8	3/4	1	1	1/16	1/16	1.0		3	69	23
4	4	7/16	7/16	3/4	1	1	1/16	1/16	1.0		6	66	24
4	4	1/2	1/2	3/4	1	1	1/4	1/4	1.0		1	67	25
5	5	0	0	3/4	1	1	1/8	1/8	1.0		1	67	26
5	5	1/8	1/8	3/4	1	1	1/8	1/8	1.0		5	83	27
5	5	1/4	1/4	3/4	1	1	1/8	1/8	1.0		6	66	28
5	5	3/8	3/8	3/4	1	1	1/8	1/8	1.0		3	81	29
5	5	1/2	1/2	3/4	1	1	1/8	1/8	1.0		4	64	30
5	5	5/8	5/8	3/4	1	1	1/8	1/8	1.0		1	79	31
6	6	0	0	3/4	1	1	1/16	1/16	1.0		6	78	32
6	6	1/16	1/16	3/4	1	1	1/16	1/16	1.0		3	81	33
6	6	1/8	1/8	3/4	1	1	1/16	1/16	1.0		6	78	34
6	6	3/16	3/16	3/4	1	1	1/16	1/16	1.0		2	74	35
6	6	1/4	1/4	3/4	1	1	1/16	1/16	1.0		4	76	36
6	6	5/16	5/16	3/4	1	1	1/16	1/16	1.0		1	79	37
6	6	3/8	3/8	3/4	1	1	1/16	1/16	1.0		4	76	38
6	6	7/16	7/16	3/4	1	1	1/16	1/16	1.0		0	72	39
6	6	1/2	1/2	3/4	1	1	1/4	1/4	1.0		2	74	40
7	7	0	0	3/4	1	1	1/8	1/8	1.0		6	78	41
7	7	1/8	1/8	3/4	1	1	1/16	1/16	1.0		1	79	42
7	7	3/16	3/16	3/4	1	1	1/16	1/16	1.0		3	81	43
7	7	1/4	1/4	3/4	1	1	1/8	1/8	1.0		6	78	44
7	7	3/8	3/8	3/4	1	1	1/16	1/16	1.0		4	76	45
7	7	7/16	7/16	3/4	1	1	1/16	1/16	1.0		2	74	46
7	7	1/2	1/2	3/4	1	1	1/8	1/8	1.0		4	76	47
7	7	5/8	5/8	3/4	1	1	1/16	1/16	1.0		2	74	48
7	7	11/16	11/16	3/4	1	1	1/16	1/16	1.0		0	72	49
8	8	0	0	3/4	1	1	1/4	1/4	1.0		2	74	50
8	8	1/4	1/4	3/4	1	1	1/2	1/2	1.0		2	62	51
9	9	0	0	3/4	1	1	1/8	1/8	1.0		2	74	52
9	9	1/8	1/8	3/4	1	1	1/8	1/8	1.0		0	72	53
9	9	1/4	1/4	3/4	1	1	1/8	1/8	1.0		2	74	54
9	9	3/8	3/8	3/4	1	1	1/8	1/8	1.0		5	83	55
9	9	1/2	1/2	3/4	1	1	1/8	1/8	1.0		2	74	56
9	9	5/8	5/8	3/4	1	1	1/16	1/16	1.0		0	72	57
9	9	11/16	11/16	3/4	1	1	1/16	1/16	1.0		5	71	58
10	10	0	0	3/4	1	1	1/8	1/8	1.0		0	72	59
10	10	1/8	1/8	3/4	1	1	1/8	1/8	1.0		5	71	60
10	10	1/4	1/4	3/4	1	1	1/8	1/8	1.0		0	72	61
10	10	3/8	3/8	3/4	1	1	1/8	1/8	1.0		3	81	62
10	10	1/2	1/2	3/4	1	1	1/8	1/8	1.0		0	72	63
10	10	5/8	5/8	3/4	1	1	1/16	1/16	1.0		5	71	64
10	10	11/16	11/16	3/4	1	1	1/16	1/16	1.0		3	69	65
11	11	0	0	3/4	1	1	1/8	1/8	1.0		5	71	66
11	11	1/8	1/8	3/4	1	1	1/8	1/8	1.0		3	69	67
11	11	1/4	1/4	3/4	1	1	1/8	1/8	1.0		5	71	68
11	11	3/8	3/8	3/4	1	1	1/8	1/8	1.0		1	79	69
11	11	1/2	1/2	3/4	1	1	1/8	1/8	1.0		5	71	70
11	11	5/8	5/8	3/4	1	1	1/16	1/16	1.0		3	69	71
11	11	11/16	11/16	3/4	1	1	1/16	1/16	1.0		1	67	72
12	12	0	0	3/4	1	1	1/8	1/8	1.0		6	66	73
12	12	1/8	1/8	3/4	1	1	1/16	1/16	1.0		1	67	74
12	12	3/16	3/16	3/4	1	1	1/16	1/16	1.0		3	69	75
12	12	1/4	1/4	3/4	1	1	1/2	1/2	1.0		2	62	76
13	13	0	0	3/4	1	1	1/8	1/8	1.0		1	79	77
13	13	1/8	1/8	3/4	1	1	1/16	1/16	1.0		3	81	78
13	13	3/16	3/16	3/4	1	1	1/16	1/16	1.0		1	79	79
13	13	1/4	1/4	3/4	1	1	1/8	1/8	1.0		6	78	80
13	13	3/8	3/8	3/4	1	1	1/16	1/16	1.0		1	79	81
13	13	7/16	7/16	3/4	1	1	1/16	1/16	1.0		6	78	82
13	13	1/2	1/2	3/4	1	1	1/4	1/4	1.0		4	76	83
14	14	0	0	3/4	1	1	1/8	1/8	1.0		2	74	84
14	14	1/8	1/8	3/4	1	1	1/16	1/16	1.0		4	76	85
