mc	mn	mc_onset	mn_onset	timesig	staff	voice	duration	nominal_duration	scalar	tied	tpc	midi	chord_id
1	1	0	0	3/4	1	1	1/2	1/2	1		1	67	0
1	1	1/2	1/2	3/4	1	1	1/8	1/8	1		1	79	1
1	1	5/8	5/8	3/4	1	1	1/8	1/8	1		3	81	2
2	2	0	0	3/4	1	1	1/8	1/8	1		6	78	3
2	2	1/8	1/8	3/4	1	1	1/8	1/8	1		1	79	4
2	2	1/4	1/4	3/4	1	1	1/8	1/8	1		3	81	5
2	2	3/8	3/8	3/4	1	1	1/8	1/8	1		6	78	6
2	2	1/2	1/2	3/4	1	1	1/4	1/4	1		1	79	7
3	3	0	0	3/4	1	1	1/8	1/8	1		1	67	8
3	3	1/8	1/8	3/4	1	1	1/8	1/8	1		3	69	9
3	3	1/4	1/4	3/4	1	1	1/8	1/8	1		-2	70	10
3	3	3/8	3/8	3/4	1	1	1/8	1/8	1		3	69	11
3	3	1/2	1/2	3/4	1	1	1/8	1/8	1		-2	70	12
3	3	5/8	5/8	3/4	1	1	1/8	1/8	1		2	74	13
4	4	0	0	3/4	1	1	1/8	1/8	1		0	72	14
4	4	1/8	1/8	3/4	1	1	1/8	1/8	1		-2	70	15
4	4	1/4	1/4	3/4	1	1	1/8	1/8	1		3	69	16
4	4	3/8	3/8	3/4	1	1	1/8	1/8	1		-2	70	17
4	4	1/2	1/2	3/4	1	1	1/4	1/4	1		1	67	18
5	5	0	0	3/4	1	1	1/4	1/4	1		2	74	19
5	5	1/4	1/4	3/4	1	1	1/8	1/8	1		-2	82	20
5	5	3/8	3/8	3/4	1	1	1/8	1/8	1		2	74	21
5	5	1/2	1/2	3/4	1	1	1/8	1/8	1		0	72	22
5	5	5/8	5/8	3/4	1	1	1/8	1/8	1		-2	70	23
6	6	0	0	3/4	1	1	1/4	1/4	1		0	72	24
6	6	1/4	1/4	3/4	1	1	1/8	1/8	1		3	81	25
6	6	3/8	3/8	3/4	1	1	1/8	1/8	1		0	72	26
6	6	1/2	1/2	3/4	1	1	1/8	1/8	1		-2	70	27
6	6	5/8	5/8	3/4	1	1	1/8	1/8	1		3	69	28
7	7	0	0	3/4	1	1	1/4	1/4	1		-2	70	29
7	7	1/4	1/4	3/4	1	1	1/8	1/8	1		1	79	30
7	7	3/8	3/8	3/4	1	1	1/8	1/8	1		-2	70	31
7	7	1/2	1/2	3/4	1	1	1/8	1/8	1		3	69	32
7	7	5/8	5/8	3/4	1	1	1/8	1/8	1		1	67	33
8	8	0	0	3/4	1	1	1/8	1/8	1		1	67	34
8	8	1/8	1/8	3/4	1	1	1/8	1/8	1		6	66	35
8	8	1/4	1/4	3/4	1	1	1/8	1/8	1		4	64	36
8	8	3/8	3/8	3/4	1	1	1/8	1/8	1		2	62	37
8	8	1/2	1/2	3/4	1	1	1/8	1/8	1		1	79	38
8	8	5/8	5/8	3/4	1	1	1/8	1/8	1		6	78	39
9	9	0	0	3/4	1	1	1/4	1/4	1		1	79	40
9	9	1/4	1/4	3/4	1	1	1/8	1/8	1		-2	70	41
9	9	3/8	3/8	3/4	1	1	1/8	1/8	1		3	69	42
9	9	1/2	1/2	3/4	1	1	1/8	1/8	1		1	67	43
9	9	5/8	5/8	3/4	1	1	1/8	1/8	1		6	66	44
10	10	0	0	3/4	1	1	1/2	1/2	1		1	67	45
10	10	1/2	1/2	3/4	1	1	1/4	1/4	1		1	55	46
11	11	0	0	3/4	1	1	1/8	1/8	1		-2	70	47
11	11	1/8	1/8	3/4	1	1	1/8	1/8	1		2	74	48
