mc	mn	mc_onset	mn_onset	timesig	staff	voice	duration	nominal_duration	scalar	tied	tpc	midi	chord_id
1	1	0	0	3/4	1	1	1/4	1/4	1		1	55	0
1	1	0	0	3/4	1	1	1/4	1/4	1		2	62	0
1	1	0	0	3/4	1	1	1/4	1/4	1		5	71	0
1	1	0	0	3/4	1	1	1/4	1/4	1		1	79	0
1	1	1/4	1/4	3/4	1	1	1/4	1/4	1		2	62	1
1	1	1/4	1/4	3/4	1	1	1/4	1/4	1		3	69	1
1	1	1/4	1/4	3/4	1	1	1/4	1/4	1		6	78	1
1	1	1/2	1/2	3/4	1	1	1/4	1/4	1		1	55	2
1	1	1/2	1/2	3/4	1	1	1/4	1/4	1		2	62	2
1	1	1/2	1/2	3/4	1	1	1/4	1/4	1		5	71	2
1	1	1/2	1/2	3/4	1	1	1/4	1/4	1		1	79	2
2	2	0	0	3/4	1	1	1/16	1/16	1		1	67	3
2	2	1/16	1/16	3/4	1	1	1/16	1/16	1		3	69	4
2	2	1/8	1/8	3/4	1	1	1/16	1/16	1		5	71	5
2	2	3/16	3/16	3/4	1	1	1/16	1/16	1		0	72	6
2	2	1/4	1/4	3/4	1	1	1/16	1/16	1		2	74	7
2	2	5/16	5/16	3/4	1	1	1/16	1/16	1		0	72	8
2	2	3/8	3/8	3/4	1	1	1/16	1/16	1		2	74	9
2	2	7/16	7/16	3/4	1	1	1/16	1/16	1		4	76	10
2	2	1/2	1/2	3/4	1	1	1/4	1/4	1		2	74	11
3	3	0	0	3/4	1	1	1/4	1/4	1		1	55	12
3	3	0	0	3/4	1	1	1/4	1/4	1		2	62	12
3	3	0	0	3/4	1	1	1/4	1/4	1		5	71	12
3	3	0	0	3/4	1	1	1/4	1/4	1		1	79	12
3	3	1/4	1/4	3/4	1	1	1/4	1/4	1		2	62	13
3	3	1/4	1/4	3/4	1	1	1/4	1/4	1		3	69	13
3	3	1/4	1/4	3/4	1	1	1/4	1/4	1		6	78	13
3	3	1/2	1/2	3/4	1	1	1/4	1/4	1		1	55	14
3	3	1/2	1/2	3/4	1	1	1/4	1/4	1		2	62	14
3	3	1/2	1/2	3/4	1	1	1/4	1/4	1		5	71	14
3	3	1/2	1/2	3/4	1	1	1/4	1/4	1		1	79	14
4	4	0	0	3/4	1	1	1/16	1/16	1		2	62	15
4	4	1/16	1/16	3/4	1	1	1/16	1/16	1		1	67	16
4	4	1/8	1/8	3/4	1	1	1/16	1/16	1		6	66	17
4	4	3/16	3/16	3/4	1	1	1/16	1/16	1		1	67	18
4	4	1/4	1/4	3/4	1	1	1/16	1/16	1		2	62	19
4	4	5/16	5/16	3/4	1	1	1/16	1/16	1		0	60	20
4	4	3/8	3/8	3/4	1	1	1/16	1/16	1		5	59	21
4	4	7/16	7/16	3/4	1	1	1/16	1/16	1		3	57	22
4	4	1/2	1/2	3/4	1	1	1/4	1/4	1		1	55	23
5	5	0	0	3/4	1	1	1/16	1/16	1		4	76	24
5	5	1/16	1/16	3/4	1	1	1/16	1/16	1		1	79	25
5	5	1/8	1/8	3/4	1	1	1/16	1/16	1		6	78	26
5	5	3/16	3/16	3/4	1	1	1/16	1/16	1		1	79	27
5	5	1/4	1/4	3/4	1	1	1/8	1/8	1		4	76	28
5	5	3/8	3/8	3/4	1	1	1/8	1/8	1		0	72	29
5	5	1/2	1/2	3/4	1	1	1/4	1/4	1		0	60	30
6	6	0	0	3/4	1	1	1/16	1/16	1		2	74	31
6	6	1/16	1/16	3/4	1	1	1/16	1/16	1		1	79	32
6	6	1/8	1/8	3/4	1	1	1/16	1/16	1		6	78	33
6	6	3/16	3/16	3/4	1	1	1/16	1/16	1		1	79	34
6	6	1/4	1/4	3/4	1	1	1/8	1/8	1		2	74	35
6	6	3/8	3/8	3/4	1	1	1/8	1/8	1		5	71	36
6	6	1/2	1/2	3/4	1	1	1/4	1/4	1		1	55	37
7	7	0	0	3/4	1	1	1/16	1/16	1		4	76	38
7	7	1/16	1/16	3/4	1	1	1/16	1/16	1		1	79	39
7	7	1/8	1/8	3/4	1	1	1/16	1/16	1		6	78	40
7	7	3/16	3/16	3/4	1	1	1/16	1/16	1		1	79	41
7	7	1/4	1/4	3/4	1	1	1/8	1/8	1		4	76	42
7	7	3/8	3/8	3/4	1	1	1/8	1/8	1		0	72	43
7	7	1/2	1/2	3/4	1	1	1/4	1/4	1		0	60	44
8	8	0	0	3/4	1	1	1/16	1/16	1		2	74	45
8	8	1/16	1/16	3/4	1	1	1/16	1/16	1		1	79	46
8	8	1/8	1/8	3/4	1	1	1/16	1/16	1		6	78	47
8	8	3/16	3/16	3/4	1	1	1/16	1/16	1		1	79	48
8	8	1/4	1/4	3/4	1	1	1/8	1/8	1		2	74	49
8	8	3/8	3/8	3/4	1	1	1/8	1/8	1		5	71	50
8	8	1/2	1/2	3/4	1	1	1/4	1/4	1		1	55	51
9	9	0	0	3/4	1	1	3/8	1/4	3/2		0	72	52
9	9	3/8	3/8	3/4	1	1	1/16	1/16	1		3	69	53
9	9	7/16	7/16	3/4	1	1	1/16	1/16	1		0	72	54
9	9	1/2	1/2	3/4	1	1	1/8	1/8	1		5	71	55
9	9	5/8	5/8	3/4	1	1	1/16	1/16	1		3	69	56
9	9	11/16	11/16	3/4	1	1	1/16	1/16	1		1	67	57
