mc	mn	mc_onset	mn_onset	timesig	staff	voice	duration	gracenote	nominal_duration	scalar	tied	tpc	midi	chord_id
1	1	0	0	3/4	1	1	1/8		1/8	1.0		0	72	0
1	1	1/8	1/8	3/4	1	1	1/16		1/16	1.0		2	74	1
1	1	3/16	3/16	3/4	1	1	1/16		1/16	1.0		4	76	2
1	1	1/4	1/4	3/4	1	1	1/8		1/8	1.0		-1	77	3
1	1	3/8	3/8	3/4	1	1	1/16		1/16	1.0		1	79	4
1	1	7/16	7/16	3/4	1	1	1/16		1/16	1.0		3	81	5
1	1	1/2	1/2	3/4	1	1	1/4		1/4	1.0		0	72	6
2	2	0	0	3/4	1	1	1/8		1/8	1.0		0	72	7
2	2	1/8	1/8	3/4	1	1	1/16		1/16	1.0		2	74	8
2	2	3/16	3/16	3/4	1	1	1/16		1/16	1.0		0	72	9
2	2	1/4	1/4	3/4	1	1	1/8		1/8	1.0		-2	70	10
2	2	3/8	3/8	3/4	1	1	1/16		1/16	1.0		0	72	11
2	2	7/16	7/16	3/4	1	1	1/16		1/16	1.0		-2	70	12
2	2	1/2	1/2	3/4	1	1	1/4		1/4	1.0		3	69	13
3	3	0	0	3/4	1	1	1/8		1/8	1.0		1	67	14
3	3	1/8	1/8	3/4	1	1	1/8		1/8	1.0		-2	70	15
3	3	1/4	1/4	3/4	1	1	1/8		1/8	1.0		2	74	16
3	3	3/8	3/8	3/4	1	1	1/8		1/8	1.0		1	79	17
3	3	1/2	1/2	3/4	1	1	1/8		1/8	1.0		-2	82	18
3	3	5/8	5/8	3/4	1	1	1/8		1/8	1.0		3	81	19
4	4	0	0	3/4	1	1	1/16		1/16	1.0		1	79	20
4	4	1/16	1/16	3/4	1	1	1/16		1/16	1.0		3	81	21
4	4	1/8	1/8	3/4	1	1	1/16		1/16	1.0		1	79	22
4	4	3/16	3/16	3/4	1	1	1/16		1/16	1.0		-1	77	23
4	4	1/4	1/4	3/4	1	1	1/16		1/16	1.0		4	76	24
4	4	5/16	5/16	3/4	1	1	1/16		1/16	1.0		-1	77	25
4	4	3/8	3/8	3/4	1	1	1/16		1/16	1.0		1	79	26
4	4	7/16	7/16	3/4	1	1	1/16		1/16	1.0		4	76	27
4	4	1/2	1/2	3/4	1	1	1/4		1/4	1.0		0	72	28
5	5	0	0	3/4	1	1	1/8		1/8	1.0		0	72	29
5	5	1/8	1/8	3/4	1	1	1/16		1/16	1.0		2	74	30
5	5	3/16	3/16	3/4	1	1	1/16		1/16	1.0		4	76	31
5	5	1/4	1/4	3/4	1	1	1/8		1/8	1.0		-1	77	32
5	5	3/8	3/8	3/4	1	1	1/16		1/16	1.0		1	79	33
5	5	7/16	7/16	3/4	1	1	1/16		1/16	1.0		3	81	34
