mc	mn	mc_onset	mn_onset	timesig	staff	voice	duration	nominal_duration	scalar	tied	tpc	midi	chord_id
1	1	0	0	3/4	1	1	1/8	1/8	1.0		1	67	0
1	1	1/8	1/8	3/4	1	1	1/8	1/8	1.0		0	72	1
1	1	1/4	1/4	3/4	1	1	1/8	1/8	1.0		0	72	2
1	1	3/8	3/8	3/4	1	1	1/16	1/16	1.0		5	71	3
1	1	7/16	7/16	3/4	1	1	1/16	1/16	1.0		0	72	4
1	1	1/2	1/2	3/4	1	1	1/4	1/4	1.0		2	74	5
2	2	0	0	3/4	1	1	1/8	1/8	1.0		4	76	6
2	2	1/8	1/8	3/4	1	1	1/8	1/8	1.0		0	72	7
2	2	1/4	1/4	3/4	1	1	1/8	1/8	1.0		0	72	8
2	2	3/8	3/8	3/4	1	1	1/16	1/16	1.0		5	71	9
2	2	7/16	7/16	3/4	1	1	1/16	1/16	1.0		0	72	10
2	2	1/2	1/2	3/4	1	1	1/4	1/4	1.0		2	74	11
3	3	0	0	3/4	1	1	1/8	1/8	1.0		2	74	12
3	3	1/8	1/8	3/4	1	1	1/8	1/8	1.0		1	79	13
3	3	1/4	1/4	3/4	1	1	1/8	1/8	1.0		1	79	14
3	3	3/8	3/8	3/4	1	1	1/8	1/8	1.0		3	81	15
3	3	1/2	1/2	3/4	1	1	1/8	1/8	1.0		6	78	16
3	3	5/8	5/8	3/4	1	1	1/8	1/8	1.0		1	79	17
4	4	0	0	3/4	1	1	1/8	1/8	1.0		3	81	18
4	4	1/8	1/8	3/4	1	1	1/16	1/16	1.0		6	78	19
4	4	3/16	3/16	3/4	1	1	1/16	1/16	1.0		3	81	20
4	4	1/4	1/4	3/4	1	1	1/8	1/8	1.0		1	79	21
4	4	3/8	3/8	3/4	1	1	1/8	1/8	1.0		2	74	22
4	4	1/2	1/2	3/4	1	1	1/8	1/8	1.0		5	71	23
4	4	5/8	5/8	3/4	1	1	1/8	1/8	1.0		1	67	24
5	5	0	0	3/4	1	1	1/8	1/8	1.0		1	67	25
5	5	1/8	1/8	3/4	1	1	1/8	1/8	1.0		0	72	26
5	5	1/4	1/4	3/4	1	1	1/8	1/8	1.0		0	72	27
5	5	3/8	3/8	3/4	1	1	1/16	1/16	1.0		5	71	28
5	5	7/16	7/16	3/4	1	1	1/16	1/16	1.0		0	72	29
5	5	1/2	1/2	3/4	1	1	1/4	1/4	1.0		2	74	30
6	6	0	0	3/4	1	1	1/4	1/4	1.0		4	76	31
6	6	1/4	1/4	3/4	1	1	1/16	1/16	1.0		2	74	32
6	6	5/16	5/16	3/4	1	1	1/16	1/16	1.0		0	72	33
6	6	3/8	3/8	3/4	1	1	1/16	1/16	1.0		5	71	34
6	6	7/16	7/16	3/4	1	1	1/16	1/16	1.0		0	72	35
6	6	1/2	1/2	3/4	1	1	1/4	1/4	1.0		2	74	36
7	7	0	0	3/4	1	1	1/8	1/8	1.0		2	74	37
7	7	1/8	1/8	3/4	1	1	1/8	1/8	1.0		1	79	38
7	7	1/4	1/4	3/4	1	1	1/8	1/8	1.0		1	79	39
7	7	3/8	3/8	3/4	1	1	1/8	1/8	1.0		3	81	40
7	7	1/2	1/2	3/4	1	1	1/8	1/8	1.0		6	78	41
7	7	5/8	5/8	3/4	1	1	1/8	1/8	1.0		1	79	42
8	8	0	0	3/4	1	1	1/8	1/8	1.0		3	81	43
8	8	1/8	1/8	3/4	1	1	1/16	1/16	1.0		6	78	44
8	8	3/16	3/16	3/4	1	1	1/16	1/16	1.0		3	81	45
8	8	1/4	1/4	3/4	1	1	1/2	1/2	1.0		1	79	46
9	9	0	0	3/4	1	1	1/8	1/8	1.0		4	76	47
9	9	1/8	1/8	3/4	1	1	1/8	1/8	1.0		1	79	48
