mc	mn	mc_onset	mn_onset	timesig	staff	voice	duration	gracenote	nominal_duration	scalar	tied	tpc	midi	chord_id
1	1	0	0	3/4	1	1	3/16		1/8	3/2		1	67	0
1	1	3/16	3/16	3/4	1	1	1/16		1/16	1		4	76	1
1	1	1/4	1/4	3/4	1	1	1/8		1/8	1		0	72	2
1	1	3/8	3/8	3/4	1	1	1/8		1/8	1		0	72	3
1	1	1/2	1/2	3/4	1	1	1/16		1/16	1		2	74	4
1	1	9/16	9/16	3/4	1	1	1/16		1/16	1		0	72	5
1	1	5/8	5/8	3/4	1	1	1/16		1/16	1		5	71	6
1	1	11/16	11/16	3/4	1	1	1/16		1/16	1		3	69	7
2	2	0	0	3/4	1	1	1/16		1/16	1		1	67	8
2	2	1/16	1/16	3/4	1	1	1/16		1/16	1		3	69	9
2	2	1/8	1/8	3/4	1	1	1/16		1/16	1		5	71	10
2	2	3/16	3/16	3/4	1	1	1/16		1/16	1		0	72	11
2	2	1/4	1/4	3/4	1	1	1/16		1/16	1		2	74	12
2	2	5/16	5/16	3/4	1	1	1/16		1/16	1		4	76	13
2	2	3/8	3/8	3/4	1	1	1/16		1/16	1		-1	77	14
2	2	7/16	7/16	3/4	1	1	1/16		1/16	1		1	79	15
2	2	1/2	1/2	3/4	1	1	1/16		1/16	1		3	81	16
2	2	9/16	9/16	3/4	1	1	1/16		1/16	1		1	79	17
2	2	5/8	5/8	3/4	1	1	1/16		1/16	1		-1	77	18
2	2	11/16	11/16	3/4	1	1	1/16		1/16	1		2	74	19
3	3	0	0	3/4	1	1	3/16		1/8	3/2		0	72	20
3	3	3/16	3/16	3/4	1	1	1/16		1/16	1		0	72	21
3	3	1/4	1/4	3/4	1	1	1/8		1/8	1		0	72	22
3	3	3/8	3/8	3/4	1	1	1/8		1/8	1		0	72	23
3	3	1/2	1/2	3/4	1	1	1/16		1/16	1		2	74	24
3	3	9/16	9/16	3/4	1	1	1/16		1/16	1		0	72	25
3	3	5/8	5/8	3/4	1	1	1/16		1/16	1		5	71	26
3	3	11/16	11/16	3/4	1	1	1/16		1/16	1		3	69	27
4	4	0	0	3/4	1	1	1/16		1/16	1		1	67	28
4	4	1/16	1/16	3/4	1	1	1/16		1/16	1		3	69	29
4	4	1/8	1/8	3/4	1	1	1/16		1/16	1		5	71	30
4	4	3/16	3/16	3/4	1	1	1/16		1/16	1		0	72	31
4	4	1/4	1/4	3/4	1	1	1/16		1/16	1		2	74	32
4	4	5/16	5/16	3/4	1	1	1/16		1/16	1		4	76	33
4	4	3/8	3/8	3/4	1	1	1/16		1/16	1		-1	77	34
4	4	7/16	7/16	3/4	1	1	1/16		1/16	1		1	79	35
4	4	1/2	1/2	3/4	1	1	1/16		1/16	1		3	81	36
4	4	9/16	9/16	3/4	1	1	1/16		1/16	1		1	79	37
4	4	5/8	5/8	3/4	1	1	1/16		1/16	1		-1	77	38
4	4	11/16	11/16	3/4	1	1	1/16		1/16	1		4	76	39
5	5	0	0	3/4	1	1	3/16		1/8	3/2		-1	77	40
5	5	3/16	3/16	3/4	1	1	1/16		1/16	1		1	79	41
5	5	1/4	1/4	3/4	1	1	1/8		1/8	1		3	81	42
5	5	3/8	3/8	3/4	1	1	1/8		1/8	1		3	81	43
5	5	1/2	1/2	3/4	1	1	1/16		1/16	1		1	79	44
5	5	9/16	9/16	3/4	1	1	1/16		1/16	1		-1	77	45
5	5	5/8	5/8	3/4	1	1	1/16		1/16	1		4	76	46
5	5	11/16	11/16	3/4	1	1	1/16		1/16	1		2	74	47
6	6	0	0	3/4	1	1	3/16		1/8	3/2		4	76	48
6	6	3/16	3/16	3/4	1	1	1/16		1/16	1		-1	77	49
6	6	1/4	1/4	3/4	1	1	1/8		1/8	1		1	79	50
6	6	3/8	3/8	3/4	1	1	1/8		1/8	1		1	79	51
6	6	1/2	1/2	3/4	1	1	1/16		1/16	1		-1	77	52
6	6	9/16	9/16	3/4	1	1	1/16		1/16	1		4	76	53
6	6	5/8	5/8	3/4	1	1	1/16		1/16	1		2	74	54
6	6	11/16	11/16	3/4	1	1	1/16		1/16	1		0	72	55
7	7	0	0	3/4	1	1	1/16		1/16	1		0	72	56
7	7	1/16	1/16	3/4	1	1	1/16		1/16	1		1	67	57
7	7	1/8	1/8	3/4	1	1	1/16		1/16	1		0	72	58
7	7	3/16	3/16	3/4	1	1	1/16		1/16	1		4	76	59
7	7	1/4	1/4	3/4	1	1	1/16		1/16	1		2	74	60
7	7	5/16	5/16	3/4	1	1	1/16		1/16	1		5	71	61
7	7	3/8	3/8	3/4	1	1	1/16		1/16	1		2	74	62
7	7	7/16	7/16	3/4	1	1	1/16		1/16	1		-1	77	63
7	7	1/2	1/2	3/4	1	1	1/16		1/16	1		4	76	64
7	7	9/16	9/16	3/4	1	1	1/16		1/16	1		1	79	65
7	7	5/8	5/8	3/4	1	1	1/16		1/16	1		4	76	66
7	7	11/16	11/16	3/4	1	1	1/16		1/16	1		0	72	67
8	8	0	0	3/4	1	1	1/16		1/16	1		2	74	68
8	8	1/16	1/16	3/4	1	1	1/16		1/16	1		-1	77	69
8	8	1/8	1/8	3/4	1	1	1/16		1/16	1		2	74	70
8	8	3/16	3/16	3/4	1	1	1/16		1/16	1		5	71	71
8	8	1/4	1/4	3/4	1	1	1/4		1/4	1		0	72	72
8	8	1/2	1/2	3/4	1	1	1/8		1/8	1		0	60	73
9	9	0	0	3/4	1	1	1/16		1/16	1		0	72	74
9	9	1/16	1/16	3/4	1	1	1/16		1/16	1		4	76	75
9	9	1/8	1/8	3/4	1	1	1/16		1/16	1		1	79	76
9	9	3/16	3/16	3/4	1	1	1/16		1/16	1		4	76	77
9	9	1/4	1/4	3/4	1	1	1/8		1/8	1		0	72	78
9	9	3/8	3/8	3/4	1	1	1/16		1/16	1		0	72	79
9	9	7/16	7/16	3/4	1	1	1/16		1/16	1		4	76	80
9	9	1/2	1/2	3/4	1	1	1/8		1/8	1		1	79	81
9	9	5/8	5/8	3/4	1	1	1/16		1/16	1		3	81	82
9	9	11/16	11/16	3/4	1	1	1/16		1/16	1		5	83	83
10	10	0	0	3/4	1	1	1/8		1/8	1		0	84	84
10	10	1/8	1/8	3/4	1	1	1/8		1/8	1		0	84	85
10	10	1/4	1/4	3/4	1	1	0	grace16	1/16	1		1	79	86
10	10	1/4	1/4	3/4	1	1	1/16		1/16	1		-1	77	87
10	10	5/16	5/16	3/4	1	1	1/16		1/16	1		4	76	88
10	10	3/8	3/8	3/4	1	1	1/16		1/16	1		-1	77	89
10	10	7/16	7/16	3/4	1	1	1/16		1/16	1		1	79	90
10	10	1/2	1/2	3/4	1	1	1/4		1/4	1		-1	77	91
11	11	0	0	3/4	1	1	1/16		1/16	1		-1	77	92
11	11	1/16	1/16	3/4	1	1	1/16		1/16	1		3	81	93
11	11	1/8	1/8	3/4	1	1	1/16		1/16	1		0	84	94
11	11	3/16	3/16	3/4	1	1	1/16		1/16	1		3	81	95
11	11	1/4	1/4	3/4	1	1	1/8		1/8	1		-1	77	96
11	11	3/8	3/8	3/4	1	1	1/16		1/16	1		-1	77	97
11	11	7/16	7/16	3/4	1	1	1/16		1/16	1		3	81	98
11	11	1/2	1/2	3/4	1	1	1/8		1/8	1		0	84	99
11	11	5/8	5/8	3/4	1	1	1/16		1/16	1		5	83	100
11	11	11/16	11/16	3/4	1	1	1/16		1/16	1		0	84	101
12	12	0	0	3/4	1	1	1/8		1/8	1		2	86	102
12	12	1/8	1/8	3/4	1	1	1/16		1/16	1		2	86	103
12	12	3/16	3/16	3/4	1	1	1/16		1/16	1		0	84	104
12	12	1/4	1/4	3/4	1	1	1/16		1/16	1		5	83	105
12	12	5/16	5/16	3/4	1	1	1/16		1/16	1		0	84	106
12	12	3/8	3/8	3/4	1	1	1/16		1/16	1		3	81	107
12	12	7/16	7/16	3/4	1	1	1/16		1/16	1		5	83	108
12	12	1/2	1/2	3/4	1	1	1/4		1/4	1		1	79	109
13	13	0	0	3/4	1	1	1/16		1/16	1		1	79	110
13	13	1/16	1/16	3/4	1	1	1/16		1/16	1		3	81	111
13	13	1/8	1/8	3/4	1	1	1/16		1/16	1		5	83	112
13	13	3/16	3/16	3/4	1	1	1/16		1/16	1		0	84	113
13	13	1/4	1/4	3/4	1	1	1/16		1/16	1		4	76	114
13	13	5/16	5/16	3/4	1	1	1/16		1/16	1		-1	77	115
13	13	3/8	3/8	3/4	1	1	1/16		1/16	1		1	79	116
13	13	7/16	7/16	3/4	1	1	1/16		1/16	1		3	81	117
13	13	1/2	1/2	3/4	1	1	1/16		1/16	1		5	71	118
13	13	9/16	9/16	3/4	1	1	1/16		1/16	1		0	72	119
13	13	5/8	5/8	3/4	1	1	1/16		1/16	1		2	74	120
13	13	11/16	11/16	3/4	1	1	1/16		1/16	1		4	76	121
14	14	0	0	3/4	1	1	0	grace16	1/16	1		1	79	122
14	14	0	0	3/4	1	1	1/16		1/16	1		-1	77	123
14	14	1/16	1/16	3/4	1	1	1/16		1/16	1		4	76	124
14	14	1/8	1/8	3/4	1	1	1/16		1/16	1		-1	77	125
14	14	3/16	3/16	3/4	1	1	1/16		1/16	1		1	79	126
14	14	1/4	1/4	3/4	1	1	1/16		1/16	1		3	81	127
14	14	5/16	5/16	3/4	1	1	1/16		1/16	1		1	79	128
14	14	3/8	3/8	3/4	1	1	1/16		1/16	1		-1	77	129
14	14	7/16	7/16	3/4	1	1	1/16		1/16	1		4	76	130
14	14	1/2	1/2	3/4	1	1	1/4		1/4	1		-1	77	131
15	15	0	0	3/4	1	1	1/16		1/16	1		-1	77	132
15	15	1/16	1/16	3/4	1	1	1/16		1/16	1		2	86	133
15	15	1/8	1/8	3/4	1	1	1/16		1/16	1		4	88	134
15	15	3/16	3/16	3/4	1	1	1/16		1/16	1		-1	89	135
15	15	1/4	1/4	3/4	1	1	1/16		1/16	1		-1	77	136
15	15	5/16	5/16	3/4	1	1	1/16		1/16	1		0	84	137
15	15	3/8	3/8	3/4	1	1	1/16		1/16	1		2	86	138
15	15	7/16	7/16	3/4	1	1	1/16		1/16	1		4	88	139
15	15	1/2	1/2	3/4	1	1	1/16		1/16	1		2	74	140
15	15	9/16	9/16	3/4	1	1	1/16		1/16	1		4	76	141
15	15	5/8	5/8	3/4	1	1	1/16		1/16	1		-1	77	142
15	15	11/16	11/16	3/4	1	1	1/16		1/16	1		3	81	143
16	16	0	0	3/4	1	1	0	grace16	1/16	1		3	81	144
16	16	0	0	3/4	1	1	1/16		1/16	1		1	79	145
16	16	1/16	1/16	3/4	1	1	1/16		1/16	1		4	76	146
16	16	1/8	1/8	3/4	1	1	1/16		1/16	1		-1	77	147
16	16	3/16	3/16	3/4	1	1	1/16		1/16	1		2	74	148
16	16	1/4	1/4	3/4	1	1	1/16		1/16	1		0	72	149
16	16	5/16	5/16	3/4	1	1	1/16		1/16	1		5	71	150
16	16	3/8	3/8	3/4	1	1	1/16		1/16	1		3	69	151
16	16	7/16	7/16	3/4	1	1	1/16		1/16	1		5	71	152
16	16	1/2	1/2	3/4	1	1	1/4		1/4	1		0	72	153
17	17	0	0	3/4	1	1	1/16		1/16	1		0	72	154
17	17	1/16	1/16	3/4	1	1	1/16		1/16	1		4	76	155
17	17	1/8	1/8	3/4	1	1	1/16		1/16	1		0	72	156
17	17	3/16	3/16	3/4	1	1	1/16		1/16	1		4	76	157
17	17	1/4	1/4	3/4	1	1	1/16		1/16	1		2	74	158
17	17	5/16	5/16	3/4	1	1	1/16		1/16	1		-1	77	159
17	17	3/8	3/8	3/4	1	1	1/16		1/16	1		2	74	160
17	17	7/16	7/16	3/4	1	1	1/16		1/16	1		-1	77	161
