mc	mn	mc_onset	mn_onset	timesig	staff	voice	duration	nominal_duration	scalar	tied	tpc	midi	chord_id
1	1	0	5/8	3/4	1	1	1/16	1/16	1.0		0	72	0
1	1	1/16	11/16	3/4	1	1	1/16	1/16	1.0		-2	70	1
2	2	0	0	3/4	1	1	1/16	1/16	1.0		3	69	2
2	2	1/16	1/16	3/4	1	1	1/16	1/16	1.0		0	72	3
2	2	1/8	1/8	3/4	1	1	1/16	1/16	1.0		-1	77	4
2	2	3/16	3/16	3/4	1	1	1/16	1/16	1.0		3	81	5
2	2	1/4	1/4	3/4	1	1	1/16	1/16	1.0		1	79	6
2	2	5/16	5/16	3/4	1	1	1/16	1/16	1.0		4	76	7
2	2	3/8	3/8	3/4	1	1	1/16	1/16	1.0		-1	77	8
2	2	7/16	7/16	3/4	1	1	1/16	1/16	1.0		2	74	9
2	2	1/2	1/2	3/4	1	1	1/16	1/16	1.0		0	72	10
2	2	9/16	9/16	3/4	1	1	1/16	1/16	1.0		3	69	11
2	2	5/8	5/8	3/4	1	1	1/16	1/16	1.0		-2	70	12
2	2	11/16	11/16	3/4	1	1	1/16	1/16	1.0		1	67	13
3	3	0	0	3/4	1	1	1/16	1/16	1.0		-1	65	14
3	3	1/16	1/16	3/4	1	1	1/16	1/16	1.0		3	69	15
3	3	1/8	1/8	3/4	1	1	1/16	1/16	1.0		0	72	16
3	3	3/16	3/16	3/4	1	1	1/16	1/16	1.0		-1	77	17
3	3	1/4	1/4	3/4	1	1	1/16	1/16	1.0		1	79	18
3	3	5/16	5/16	3/4	1	1	1/16	1/16	1.0		-2	82	19
3	3	3/8	3/8	3/4	1	1	1/16	1/16	1.0		4	76	20
3	3	7/16	7/16	3/4	1	1	1/16	1/16	1.0		1	79	21
3	3	1/2	1/2	3/4	1	1	1/8	1/8	1.0		1	79	22
3	3	5/8	5/8	3/4	1	1	1/8	1/8	1.0		-1	77	23
4	4	0	0	3/4	1	1	1/16	1/16	1.0		3	69	24
4	4	1/16	1/16	3/4	1	1	1/16	1/16	1.0		-1	77	25
4	4	1/8	1/8	3/4	1	1	1/16	1/16	1.0		0	72	26
4	4	3/16	3/16	3/4	1	1	1/16	1/16	1.0		-1	77	27
4	4	1/4	1/4	3/4	1	1	1/16	1/16	1.0		3	69	28
4	4	5/16	5/16	3/4	1	1	1/16	1/16	1.0		-1	77	29
4	4	3/8	3/8	3/4	1	1	1/16	1/16	1.0		0	72	30
4	4	7/16	7/16	3/4	1	1	1/16	1/16	1.0		-1	77	31
4	4	1/2	1/2	3/4	1	1	1/16	1/16	1.0		3	69	32
4	4	9/16	9/16	3/4	1	1	1/16	1/16	1.0		-1	77	33
4	4	5/8	5/8	3/4	1	1	1/16	1/16	1.0		0	72	34
4	4	11/16	11/16	3/4	1	1	1/16	1/16	1.0		-1	77	35
5	5	0	0	3/4	1	1	1/16	1/16	1.0		-2	70	36
5	5	1/16	1/16	3/4	1	1	1/16	1/16	1.0		-1	77	37
5	5	1/8	1/8	3/4	1	1	1/16	1/16	1.0		2	74	38
5	5	3/16	3/16	3/4	1	1	1/16	1/16	1.0		-1	77	39
5	5	1/4	1/4	3/4	1	1	1/16	1/16	1.0		-2	70	40
5	5	5/16	5/16	3/4	1	1	1/16	1/16	1.0		-1	77	41
5	5	3/8	3/8	3/4	1	1	1/16	1/16	1.0		2	74	42
5	5	7/16	7/16	3/4	1	1	1/16	1/16	1.0		-1	77	43
5	5	1/2	1/2	3/4	1	1	1/16	1/16	1.0		-2	70	44
5	5	9/16	9/16	3/4	1	1	1/16	1/16	1.0		-1	77	45
5	5	5/8	5/8	3/4	1	1	1/16	1/16	1.0		2	74	46
5	5	11/16	11/16	3/4	1	1	1/16	1/16	1.0		-1	77	47
6	6	0	0	3/4	1	1	1/16	1/16	1.0		3	69	48
6	6	1/16	1/16	3/4	1	1	1/16	1/16	1.0		-1	77	49
6	6	1/8	1/8	3/4	1	1	1/16	1/16	1.0		0	72	50
6	6	3/16	3/16	3/4	1	1	1/16	1/16	1.0		-1	77	51
6	6	1/4	1/4	3/4	1	1	1/16	1/16	1.0		3	69	52
6	6	5/16	5/16	3/4	1	1	1/16	1/16	1.0		-1	77	53
6	6	3/8	3/8	3/4	1	1	1/16	1/16	1.0		0	72	54
6	6	7/16	7/16	3/4	1	1	1/16	1/16	1.0		-1	77	55
6	6	1/2	1/2	3/4	1	1	1/16	1/16	1.0		3	69	56
6	6	9/16	9/16	3/4	1	1	1/16	1/16	1.0		-1	77	57
6	6	5/8	5/8	3/4	1	1	1/16	1/16	1.0		0	72	58
6	6	11/16	11/16	3/4	1	1	1/16	1/16	1.0		-1	77	59
7	7	0	0	3/4	1	1	1/16	1/16	1.0		-2	70	60
7	7	1/16	1/16	3/4	1	1	1/16	1/16	1.0		-1	77	61
7	7	1/8	1/8	3/4	1	1	1/16	1/16	1.0		2	74	62
7	7	3/16	3/16	3/4	1	1	1/16	1/16	1.0		-1	77	63
7	7	1/4	1/4	3/4	1	1	1/16	1/16	1.0		-2	70	64
7	7	5/16	5/16	3/4	1	1	1/16	1/16	1.0		-1	77	65
7	7	3/8	3/8	3/4	1	1	1/16	1/16	1.0		2	74	66
7	7	7/16	7/16	3/4	1	1	1/16	1/16	1.0		-1	77	67
7	7	1/2	1/2	3/4	1	1	1/16	1/16	1.0		-2	70	68
7	7	9/16	9/16	3/4	1	1	1/16	1/16	1.0		-1	77	69
7	7	5/8	5/8	3/4	1	1	1/16	1/16	1.0		2	74	70
7	7	11/16	11/16	3/4	1	1	1/16	1/16	1.0		-1	77	71
8	8	0	0	3/4	1	1	1/16	1/16	1.0		4	76	72
8	8	1/16	1/16	3/4	1	1	1/16	1/16	1.0		1	79	73
8	8	1/8	1/8	3/4	1	1	1/16	1/16	1.0		-2	82	74
8	8	3/16	3/16	3/4	1	1	1/16	1/16	1.0		3	81	75
8	8	1/4	1/4	3/4	1	1	1/16	1/16	1.0		1	79	76
8	8	5/16	5/16	3/4	1	1	1/16	1/16	1.0		4	76	77
8	8	3/8	3/8	3/4	1	1	1/16	1/16	1.0		-1	77	78
8	8	7/16	7/16	3/4	1	1	1/16	1/16	1.0		2	74	79
8	8	1/2	1/2	3/4	1	1	1/16	1/16	1.0		0	72	80
8	8	9/16	9/16	3/4	1	1	1/16	1/16	1.0		3	69	81
8	8	5/8	5/8	3/4	1	1	1/16	1/16	1.0		-2	70	82
8	8	11/16	11/16	3/4	1	1	1/16	1/16	1.0		2	74	83
9	9	0	0	3/4	1	1	1/16	1/16	1.0		0	72	84
9	9	1/16	1/16	3/4	1	1	1/16	1/16	1.0		3	69	85
9	9	1/8	1/8	3/4	1	1	1/16	1/16	1.0		-2	70	86
9	9	3/16	3/16	3/4	1	1	1/16	1/16	1.0		1	67	87
9	9	1/4	1/4	3/4	1	1	1/4	1/4	1.0		1	67	88
9	9	1/2	1/2	3/4	1	1	1/8	1/8	1.0		-1	65	89
10	10	0	5/8	3/4	1	1	1/8	1/8	1.0		0	84	90
11	11	0	0	3/4	1	1	1/16	1/16	1.0		0	84	91
11	11	1/16	1/16	3/4	1	1	1/16	1/16	1.0		-2	82	92
11	11	1/8	1/8	3/4	1	1	1/16	1/16	1.0		3	81	93
11	11	3/16	3/16	3/4	1	1	1/16	1/16	1.0		-2	82	94
11	11	1/4	1/4	3/4	1	1	1/16	1/16	1.0		0	84	95
11	11	5/16	5/16	3/4	1	1	1/16	1/16	1.0		4	76	96
