mc	mn	mc_onset	mn_onset	timesig	staff	voice	duration	gracenote	nominal_duration	scalar	tied	tpc	midi	chord_id
1	1	0	0	3/4	2	1	1/4		1/4	1		1	55	4
1	1	0	0	3/4	1	1	1/8		1/8	1		-2	70	0
1	1	1/8	1/8	3/4	1	1	1/8		1/8	1		3	69	1
1	1	1/4	1/4	3/4	2	1	1/4		1/4	1		-2	46	5
1	1	1/4	1/4	3/4	1	1	1/4		1/4	1		1	67	2
1	1	1/2	1/2	3/4	2	1	1/4		1/4	1		2	50	6
1	1	1/2	1/2	3/4	1	1	1/4		1/4	1		6	66	3
2	2	0	0	3/4	2	1	1/4		1/4	1		1	55	11
2	2	0	0	3/4	1	1	1/8		1/8	1		1	67	7
2	2	1/8	1/8	3/4	1	1	1/8		1/8	1		3	69	8
2	2	1/4	1/4	3/4	2	1	1/4		1/4	1		1	43	12
2	2	1/4	1/4	3/4	1	1	1/4		1/4	1		-2	70	9
2	2	1/2	1/2	3/4	2	1	1/4		1/4	1		-2	46	13
2	2	1/2	1/2	3/4	1	1	1/4		1/4	1		2	74	10
3	3	0	0	3/4	2	1	1/4		1/4	1		0	48	20
3	3	0	0	3/4	1	1	1/8		1/8	1		0	72	14
3	3	1/8	1/8	3/4	1	1	1/8		1/8	1		-2	70	15
3	3	1/4	1/4	3/4	2	1	1/4		1/4	1		2	50	21
3	3	1/4	1/4	3/4	1	1	1/8		1/8	1		3	69	16
3	3	3/8	3/8	3/4	1	1	1/8		1/8	1		1	67	17
3	3	1/2	1/2	3/4	2	1	1/4		1/4	1		2	38	22
3	3	1/2	1/2	3/4	1	1	1/8		1/8	1		3	69	18
3	3	5/8	5/8	3/4	1	1	1/8		1/8	1		6	66	19
4	4	0	0	3/4	1	1	0	appoggiatura	1/8	1		1	67	23
4	4	0	0	3/4	2	1	1/4		1/4	1		1	55	25
4	4	0	0	3/4	1	1	3/4		1/2	3/2		1	67	24
4	4	1/4	1/4	3/4	2	1	1/2		1/2	1		1	43	26
5	5	0	0	3/4	1	1	1/8		1/8	1		-2	70	27
5	5	0	0	3/4	2	1	1/8		1/8	1		2	74	32
5	5	1/8	1/8	3/4	1	1	1/8		1/8	1		0	72	28
5	5	1/4	1/4	3/4	1	1	0	appoggiatura	1/8	1		0	72	29
5	5	1/4	1/4	3/4	1	1	1/4		1/4	1		2	74	30
5	5	1/2	1/2	3/4	1	1	1/4		1/4	1		-2	70	31
6	6	0	0	3/4	1	1	1/8		1/8	1		-3	75	33
6	6	1/8	1/8	3/4	1	1	1/8		1/8	1		2	74	34
6	6	1/4	1/4	3/4	1	1	1/4		1/4	1		0	72	35
6	6	1/2	1/2	3/4	1	1	1/4		1/4	1		3	69	36
7	7	0	0	3/4	1	1	1/8		1/8	1		3	69	37
7	7	1/8	1/8	3/4	1	1	1/8		1/8	1		0	72	38
7	7	1/4	1/4	3/4	1	1	1/8		1/8	1		2	74	39
7	7	3/8	3/8	3/4	1	1	1/8		1/8	1		0	72	40
7	7	1/2	1/2	3/4	1	1	1/8		1/8	1		2	74	41
7	7	5/8	5/8	3/4	1	1	1/8		1/8	1		-2	70	42
8	8	0	0	3/4	2	1	1/8		1/8	1		1	55	47
8	8	0	0	3/4	1	1	1/8		1/8	1		-3	75	43
8	8	1/8	1/8	3/4	2	1	1/8		1/8	1		3	57	48
8	8	1/8	1/8	3/4	1	1	1/8		1/8	1		2	74	44
8	8	1/4	1/4	3/4	2	1	1/4		1/4	1		-2	58	49
8	8	1/4	1/4	3/4	1	1	1/4		1/4	1		0	72	45
8	8	1/2	1/2	3/4	2	1	1/4		1/4	1		1	55	50
8	8	1/2	1/2	3/4	1	1	1/4		1/4	1		3	69	46
9	9	0	0	3/4	2	1	1/4		1/4	1		0	60	55
9	9	0	0	3/4	1	1	1/8		1/8	1		0	72	51
