mc	mn	mc_onset	mn_onset	timesig	staff	voice	duration	nominal_duration	scalar	tied	tpc	midi	chord_id
1	1	0	5/8	3/4	1	1	1/8	1/8	1		3	69	0
2	2	0	0	3/4	1	1	1/8	1/8	1		3	69	1
2	2	1/8	1/8	3/4	1	1	1/16	1/16	1		6	66	2
2	2	3/16	3/16	3/4	1	1	1/16	1/16	1		3	69	3
2	2	1/4	1/4	3/4	1	1	1/4	1/4	1		2	74	4
2	2	1/2	1/2	3/4	1	1	1/16	1/16	1		2	74	5
2	2	9/16	9/16	3/4	1	1	1/16	1/16	1		7	73	6
2	2	5/8	5/8	3/4	1	1	1/16	1/16	1		5	71	7
2	2	11/16	11/16	3/4	1	1	1/16	1/16	1		7	73	8
3	3	0	0	3/4	1	1	1/8	1/8	1		2	74	9
3	3	1/8	1/8	3/4	1	1	1/8	1/8	1		6	78	10
3	3	1/4	1/4	3/4	1	1	1/8	1/8	1		6	78	11
3	3	3/8	3/8	3/4	1	1	1/16	1/16	1		4	76	12
3	3	7/16	7/16	3/4	1	1	1/16	1/16	1		2	74	13
3	3	1/2	1/2	3/4	1	1	1/8	1/8	1		4	76	14
3	3	5/8	5/8	3/4	1	1	1/8	1/8	1		2	74	15
4	4	0	0	3/4	1	1	1/8	1/8	1		2	74	16
4	4	1/8	1/8	3/4	1	1	1/8	1/8	1		6	78	17
4	4	1/4	1/4	3/4	1	1	1/8	1/8	1		6	78	18
4	4	3/8	3/8	3/4	1	1	1/8	1/8	1		3	81	19
4	4	1/2	1/2	3/4	1	1	1/8	1/8	1		3	81	20
4	4	5/8	5/8	3/4	1	1	1/8	1/8	1		2	86	21
5	5	0	0	3/4	1	1	1/8	1/8	1		2	86	22
5	5	1/8	1/8	3/4	1	1	1/8	1/8	1		3	81	23
5	5	1/4	1/4	3/4	1	1	1/8	1/8	1		3	81	24
5	5	3/8	3/8	3/4	1	1	1/8	1/8	1		1	79	25
5	5	1/2	1/2	3/4	1	1	1/8	1/8	1		1	79	26
5	5	5/8	5/8	3/4	1	1	1/8	1/8	1		6	78	27
6	6	0	0	3/4	1	1	1/16	1/16	1		1	79	28
6	6	1/16	1/16	3/4	1	1	1/16	1/16	1		6	78	29
6	6	1/8	1/8	3/4	1	1	1/16	1/16	1		4	76	30
6	6	3/16	3/16	3/4	1	1	1/16	1/16	1		6	78	31
6	6	1/4	1/4	3/4	1	1	1/16	1/16	1		5	83	32
6	6	5/16	5/16	3/4	1	1	1/16	1/16	1		1	79	33
6	6	3/8	3/8	3/4	1	1	1/16	1/16	1		4	76	34
6	6	7/16	7/16	3/4	1	1	1/16	1/16	1		1	79	35
6	6	1/2	1/2	3/4	1	1	1/16	1/16	1		3	81	36
6	6	9/16	9/16	3/4	1	1	1/16	1/16	1		6	78	37
6	6	5/8	5/8	3/4	1	1	1/16	1/16	1		2	74	38
6	6	11/16	11/16	3/4	1	1	1/16	1/16	1		6	78	39
8	8	0	0	3/4	1	1	1/16	1/16	1		1	79	48
8	8	1/16	1/16	3/4	1	1	1/16	1/16	1		4	76	49
8	8	1/8	1/8	3/4	1	1	1/16	1/16	1		7	73	50
8	8	3/16	3/16	3/4	1	1	1/16	1/16	1		4	76	51
8	8	1/4	1/4	3/4	1	1	1/8	1/8	1		4	76	52
8	8	3/8	3/8	3/4	1	1	1/8	1/8	1		2	74	53
8	8	1/2	1/2	3/4	1	1	1/8	1/8	1		2	74	54
8	8	5/8	5/8	3/4	1	1	1/8	1/8	1		6	78	55
9	9	0	0	3/4	1	1	3/16	1/8	3/2		4	76	56
9	9	3/16	3/16	3/4	1	1	1/16	1/16	1		2	74	57
9	9	1/4	1/4	3/4	1	1	1/16	1/16	1		2	74	58
9	9	5/16	5/16	3/4	1	1	1/16	1/16	1		7	73	59
9	9	3/8	3/8	3/4	1	1	1/16	1/16	1		4	76	60
9	9	7/16	7/16	3/4	1	1	1/16	1/16	1		2	74	61
9	9	1/2	1/2	3/4	1	1	1/8	1/8	1		3	69	62
9	9	5/8	5/8	3/4	1	1	1/8	1/8	1		1	67	63
10	10	0	0	3/4	1	1	1/16	1/16	1		1	67	64
10	10	1/16	1/16	3/4	1	1	1/16	1/16	1		6	66	65
10	10	1/8	1/8	3/4	1	1	1/16	1/16	1		4	64	66
10	10	3/16	3/16	3/4	1	1	1/16	1/16	1		6	66	67
10	10	1/4	1/4	3/4	1	1	1/8	1/8	1		3	69	68
10	10	3/8	3/8	3/4	1	1	1/8	1/8	1		2	74	69
10	10	1/2	1/2	3/4	1	1	1/8	1/8	1		6	78	70
10	10	5/8	5/8	3/4	1	1	1/8	1/8	1		2	74	71
11	11	0	0	3/4	1	1	1/8	1/8	1		5	71	72
11	11	1/8	1/8	3/4	1	1	1/8	1/8	1		3	69	73
11	11	1/4	1/4	3/4	1	1	1/8	1/8	1		1	79	74
11	11	3/8	3/8	3/4	1	1	1/8	1/8	1		4	76	75
11	11	1/2	1/2	3/4	1	1	1/8	1/8	1		5	83	76
11	11	5/8	5/8	3/4	1	1	1/8	1/8	1		1	79	77
13	13	0	0	3/4	1	1	1/16	1/16	1		1	79	86
13	13	1/16	1/16	3/4	1	1	1/16	1/16	1		4	76	87
13	13	1/8	1/8	3/4	1	1	1/16	1/16	1		7	73	88
13	13	3/16	3/16	3/4	1	1	1/16	1/16	1		4	76	89
13	13	1/4	1/4	3/4	1	1	1/2	1/2	1		2	74	90
