mc	mn	mc_onset	mn_onset	timesig	staff	voice	duration	nominal_duration	scalar	tied	tpc	midi	chord_id
1	1	0	0	3/4	1	1	1/8	1/8	1		2	74	0
1	1	1/8	1/8	3/4	1	1	1/8	1/8	1		6	78	1
1	1	1/4	1/4	3/4	1	1	1/8	1/8	1		1	79	2
1	1	3/8	3/8	3/4	1	1	1/8	1/8	1		-2	82	3
1	1	1/2	1/2	3/4	1	1	1/8	1/8	1		3	81	4
1	1	5/8	5/8	3/4	1	1	1/8	1/8	1		1	79	5
2	2	0	0	3/4	1	1	1/8	1/8	1		6	78	6
2	2	1/8	1/8	3/4	1	1	1/16	1/16	1		3	81	7
2	2	3/16	3/16	3/4	1	1	1/16	1/16	1		6	78	8
2	2	1/4	1/4	3/4	1	1	1/2	1/2	1		2	74	9
3	3	0	0	3/4	1	1	1/16	1/16	1		-3	75	10
3	3	1/16	1/16	3/4	1	1	1/16	1/16	1		2	74	11
3	3	1/8	1/8	3/4	1	1	1/16	1/16	1		0	72	12
3	3	3/16	3/16	3/4	1	1	1/16	1/16	1		-2	70	13
3	3	1/4	1/4	3/4	1	1	1/16	1/16	1		2	74	14
3	3	5/16	5/16	3/4	1	1	1/16	1/16	1		0	72	15
3	3	3/8	3/8	3/4	1	1	1/16	1/16	1		-2	70	16
3	3	7/16	7/16	3/4	1	1	1/16	1/16	1		3	69	17
3	3	1/2	1/2	3/4	1	1	1/16	1/16	1		0	72	18
3	3	9/16	9/16	3/4	1	1	1/16	1/16	1		-2	70	19
3	3	5/8	5/8	3/4	1	1	1/16	1/16	1		3	69	20
3	3	11/16	11/16	3/4	1	1	1/16	1/16	1		1	67	21
4	4	0	0	3/4	1	1	1/16	1/16	1		-2	70	22
4	4	1/16	1/16	3/4	1	1	1/16	1/16	1		3	69	23
4	4	1/8	1/8	3/4	1	1	1/16	1/16	1		1	67	24
4	4	3/16	3/16	3/4	1	1	1/16	1/16	1		6	66	25
4	4	1/4	1/4	3/4	1	1	1/4	1/4	1		1	67	26
4	4	1/2	1/2	3/4	1	1	1/4	1/4	1		1	55	27
5	5	0	0	3/4	1	1	1/8	1/8	1		-2	70	28
5	5	1/8	1/8	3/4	1	1	1/8	1/8	1		3	69	29
5	5	1/4	1/4	3/4	1	1	1/8	1/8	1		1	67	30
5	5	3/8	3/8	3/4	1	1	1/8	1/8	1		3	69	31
5	5	1/2	1/2	3/4	1	1	1/8	1/8	1		-2	70	32
5	5	5/8	5/8	3/4	1	1	1/8	1/8	1		0	72	33
6	6	0	0	3/4	1	1	1/8	1/8	1		2	74	34
6	6	1/8	1/8	3/4	1	1	1/8	1/8	1		4	76	35
6	6	1/4	1/4	3/4	1	1	3/8	1/4	3/2		-1	77	36
6	6	5/8	5/8	3/4	1	1	1/8	1/8	1		6	78	37
7	7	0	0	3/4	1	1	1/4	1/4	1		1	79	38
7	7	1/4	1/4	3/4	1	1	1/8	1/8	1		1	79	39
7	7	3/8	3/8	3/4	1	1	1/8	1/8	1		-2	82	40
7	7	1/2	1/2	3/4	1	1	1/8	1/8	1		3	81	41
7	7	5/8	5/8	3/4	1	1	1/8	1/8	1		1	79	42
8	8	0	0	3/4	1	1	1/8	1/8	1		6	78	43
8	8	1/8	1/8	3/4	1	1	1/16	1/16	1		3	81	44
8	8	3/16	3/16	3/4	1	1	1/16	1/16	1		6	78	45
8	8	1/4	1/4	3/4	1	1	1/2	1/2	1		2	74	46
9	9	0	0	3/4	1	1	1/8	1/8	1		2	74	47
9	9	1/8	1/8	3/4	1	1	1/8	1/8	1		6	78	48
9	9	1/4	1/4	3/4	1	1	1/8	1/8	1		1	79	49
9	9	3/8	3/8	3/4	1	1	1/8	1/8	1		-2	82	50
9	9	1/2	1/2	3/4	1	1	1/8	1/8	1		3	81	51
9	9	5/8	5/8	3/4	1	1	1/8	1/8	1		1	79	52
10	10	0	0	3/4	1	1	1/8	1/8	1		6	78	53
10	10	1/8	1/8	3/4	1	1	1/16	1/16	1		3	81	54
10	10	3/16	3/16	3/4	1	1	1/16	1/16	1		6	78	55
10	10	1/4	1/4	3/4	1	1	1/2	1/2	1		2	74	56
11	11	0	0	3/4	1	1	1/16	1/16	1		-3	75	57
11	11	1/16	1/16	3/4	1	1	1/16	1/16	1		2	74	58
11	11	1/8	1/8	3/4	1	1	1/16	1/16	1		0	72	59
11	11	3/16	3/16	3/4	1	1	1/16	1/16	1		-2	70	60
11	11	1/4	1/4	3/4	1	1	1/16	1/16	1		2	74	61
11	11	5/16	5/16	3/4	1	1	1/16	1/16	1		0	72	62
11	11	3/8	3/8	3/4	1	1	1/16	1/16	1		-2	70	63
11	11	7/16	7/16	3/4	1	1	1/16	1/16	1		3	69	64
11	11	1/2	1/2	3/4	1	1	1/16	1/16	1		0	72	65
11	11	9/16	9/16	3/4	1	1	1/16	1/16	1		-2	70	66
11	11	5/8	5/8	3/4	1	1	1/16	1/16	1		3	69	67
11	11	11/16	11/16	3/4	1	1	1/16	1/16	1		1	67	68
12	12	0	0	3/4	1	1	1/16	1/16	1		-2	70	69
12	12	1/16	1/16	3/4	1	1	1/16	1/16	1		3	69	70
12	12	1/8	1/8	3/4	1	1	1/16	1/16	1		1	67	71
12	12	3/16	3/16	3/4	1	1	1/16	1/16	1		6	66	72
12	12	1/4	1/4	3/4	1	1	1/4	1/4	1		1	67	73
12	12	1/2	1/2	3/4	1	1	1/4	1/4	1		1	55	74
