mc	mn	mc_onset	mn_onset	timesig	staff	voice	duration	gracenote	nominal_duration	scalar	tied	tpc	midi	chord_id
1	1	0	0	3/4	1	1	1/8		1/8	1.0		3	81	0
1	1	1/8	1/8	3/4	1	1	1/8		1/8	1.0		4	76	1
1	1	1/4	1/4	3/4	1	1	1/8		1/8	1.0		-1	77	2
1	1	3/8	3/8	3/4	1	1	1/8		1/8	1.0		4	76	3
1	1	1/2	1/2	3/4	1	1	1/8		1/8	1.0		-1	77	4
1	1	5/8	5/8	3/4	1	1	1/8		1/8	1.0		1	79	5
2	2	0	0	3/4	1	1	1/8		1/8	1.0		3	81	6
2	2	1/8	1/8	3/4	1	1	1/16		1/16	1.0		-1	77	7
2	2	3/16	3/16	3/4	1	1	1/16		1/16	1.0		3	81	8
2	2	1/4	1/4	3/4	1	1	1/4		1/4	1.0		1	79	9
2	2	1/2	1/2	3/4	1	1	1/4		1/4	1.0		4	76	10
3	3	0	0	3/4	1	1	0	grace16	1/16	1.0		-1	77	11
3	3	0	0	3/4	1	1	0	grace16	1/16	1.0		1	79	12
3	3	0	0	3/4	1	1	1/8		1/8	1.0		-1	77	13
3	3	1/8	1/8	3/4	1	1	1/8		1/8	1.0		4	76	14
3	3	1/4	1/4	3/4	1	1	1/8		1/8	1.0		2	74	15
3	3	3/8	3/8	3/4	1	1	1/8		1/8	1.0		7	73	16
3	3	1/2	1/2	3/4	1	1	1/8		1/8	1.0		2	74	17
3	3	5/8	5/8	3/4	1	1	1/8		1/8	1.0		4	76	18
4	4	0	0	3/4	1	1	1/8		1/8	1.0		-1	77	19
4	4	1/8	1/8	3/4	1	1	1/8		1/8	1.0		4	76	20
4	4	1/4	1/4	3/4	1	1	1/16		1/16	1.0		0	72	21
4	4	5/16	5/16	3/4	1	1	1/16		1/16	1.0		2	74	22
4	4	3/8	3/8	3/4	1	1	1/16		1/16	1.0		0	72	23
4	4	7/16	7/16	3/4	1	1	1/16		1/16	1.0		5	71	24
4	4	1/2	1/2	3/4	1	1	1/4		1/4	1.0		3	69	25
5	5	0	0	3/4	1	1	1/8		1/8	1.0		3	69	26
5	5	1/8	1/8	3/4	1	1	1/8		1/8	1.0		2	62	27
5	5	1/4	1/4	3/4	1	1	1/8		1/8	1.0		-1	65	28
5	5	3/8	3/8	3/4	1	1	1/8		1/8	1.0		3	69	29
5	5	1/2	1/2	3/4	1	1	1/8		1/8	1.0		0	72	30
5	5	5/8	5/8	3/4	1	1	1/8		1/8	1.0		5	71	31
6	6	0	0	3/4	1	1	1/8		1/8	1.0		1	67	32
6	6	1/8	1/8	3/4	1	1	1/16		1/16	1.0		4	64	33
6	6	3/16	3/16	3/4	1	1	1/16		1/16	1.0		1	67	34
6	6	1/4	1/4	3/4	1	1	0	grace16after	1/16	1.0		-1	65	35
6	6	1/4	1/4	3/4	1	1	0	grace16after	1/16	1.0		1	67	36
6	6	1/4	1/4	3/4	1	1	1/8		1/8	1.0		-1	65	37
6	6	3/8	3/8	3/4	1	1	1/16		1/16	1.0		2	62	38
6	6	7/16	7/16	3/4	1	1	1/16		1/16	1.0		-1	65	39
