mc	mn	mc_onset	mn_onset	timesig	staff	voice	duration	nominal_duration	scalar	tied	tpc	midi	chord_id
1	1	0	0	3/4	1	1	1/8	1/8	1.0		1	67	0
1	1	1/8	1/8	3/4	1	1	1/16	1/16	1.0		5	71	1
1	1	3/16	3/16	3/4	1	1	1/16	1/16	1.0		1	67	2
1	1	1/4	1/4	3/4	1	1	1/8	1/8	1.0		2	74	3
1	1	3/8	3/8	3/4	1	1	1/16	1/16	1.0		5	71	4
1	1	7/16	7/16	3/4	1	1	1/16	1/16	1.0		1	67	5
1	1	1/2	1/2	3/4	1	1	1/8	1/8	1.0		4	76	6
1	1	5/8	5/8	3/4	1	1	1/16	1/16	1.0		0	72	7
1	1	11/16	11/16	3/4	1	1	1/16	1/16	1.0		3	69	8
2	2	0	0	3/4	1	1	1/8	1/8	1.0		2	74	9
2	2	1/8	1/8	3/4	1	1	1/16	1/16	1.0		5	71	10
2	2	3/16	3/16	3/4	1	1	1/16	1/16	1.0		1	67	11
2	2	1/4	1/4	3/4	1	1	1/16	1/16	1.0		0	72	12
2	2	5/16	5/16	3/4	1	1	1/16	1/16	1.0		5	71	13
2	2	3/8	3/8	3/4	1	1	1/16	1/16	1.0		3	69	14
2	2	7/16	7/16	3/4	1	1	1/16	1/16	1.0		1	67	15
2	2	1/2	1/2	3/4	1	1	1/8	1/8	1.0		2	74	16
2	2	5/8	5/8	3/4	1	1	1/8	1/8	1.0		2	62	17
3	3	0	0	3/4	1	1	1/8	1/8	1.0		1	67	18
3	3	1/8	1/8	3/4	1	1	1/16	1/16	1.0		1	67	19
3	3	3/16	3/16	3/4	1	1	1/16	1/16	1.0		6	66	20
3	3	1/4	1/4	3/4	1	1	1/8	1/8	1.0		1	67	21
3	3	3/8	3/8	3/4	1	1	1/16	1/16	1.0		4	64	22
3	3	7/16	7/16	3/4	1	1	1/16	1/16	1.0		0	60	23
3	3	1/2	1/2	3/4	1	1	1/8	1/8	1.0		5	59	24
3	3	5/8	5/8	3/4	1	1	1/8	1/8	1.0		1	55	25
4	4	0	0	3/4	1	1	1/8	1/8	1.0		1	67	26
4	4	1/8	1/8	3/4	1	1	1/16	1/16	1.0		5	71	27
4	4	3/16	3/16	3/4	1	1	1/16	1/16	1.0		1	67	28
4	4	1/4	1/4	3/4	1	1	1/8	1/8	1.0		2	74	29
4	4	3/8	3/8	3/4	1	1	1/16	1/16	1.0		5	71	30
4	4	7/16	7/16	3/4	1	1	1/16	1/16	1.0		1	67	31
4	4	1/2	1/2	3/4	1	1	1/8	1/8	1.0		4	76	32
4	4	5/8	5/8	3/4	1	1	1/16	1/16	1.0		0	72	33
4	4	11/16	11/16	3/4	1	1	1/16	1/16	1.0		3	69	34
5	5	0	0	3/4	1	1	1/8	1/8	1.0		2	74	35
5	5	1/8	1/8	3/4	1	1	1/16	1/16	1.0		5	71	36
5	5	3/16	3/16	3/4	1	1	1/16	1/16	1.0		1	67	37
5	5	1/4	1/4	3/4	1	1	1/16	1/16	1.0		0	72	38
5	5	5/16	5/16	3/4	1	1	1/16	1/16	1.0		5	71	39
5	5	3/8	3/8	3/4	1	1	1/16	1/16	1.0		3	69	40
5	5	7/16	7/16	3/4	1	1	1/16	1/16	1.0		1	67	41
5	5	1/2	1/2	3/4	1	1	1/8	1/8	1.0		2	74	42
5	5	5/8	5/8	3/4	1	1	1/8	1/8	1.0		2	62	43
6	6	0	0	3/4	1	1	1/8	1/8	1.0		1	67	44
6	6	1/8	1/8	3/4	1	1	1/16	1/16	1.0		1	67	45
6	6	3/16	3/16	3/4	1	1	1/16	1/16	1.0		6	66	46
6	6	1/4	1/4	3/4	1	1	1/4	1/4	1.0		1	67	47
6	6	1/2	1/2	3/4	1	1	1/4	1/4	1.0		1	55	48
7	7	0	0	3/4	1	1	1/8	1/8	1.0		2	74	49
7	7	1/8	1/8	3/4	1	1	1/16	1/16	1.0		6	78	50
7	7	3/16	3/16	3/4	1	1	1/16	1/16	1.0		2	74	51
7	7	1/4	1/4	3/4	1	1	1/8	1/8	1.0		4	76	52
7	7	3/8	3/8	3/4	1	1	1/16	1/16	1.0		1	79	53
7	7	7/16	7/16	3/4	1	1	1/16	1/16	1.0		4	76	54
7	7	1/2	1/2	3/4	1	1	1/8	1/8	1.0		6	78	55
7	7	5/8	5/8	3/4	1	1	1/16	1/16	1.0		3	81	56
7	7	11/16	11/16	3/4	1	1	1/16	1/16	1.0		6	78	57
8	8	0	0	3/4	1	1	1/8	1/8	1.0		2	74	58
8	8	1/8	1/8	3/4	1	1	1/16	1/16	1.0		6	78	59
8	8	3/16	3/16	3/4	1	1	1/16	1/16	1.0		2	74	60
8	8	1/4	1/4	3/4	1	1	1/8	1/8	1.0		4	76	61
8	8	3/8	3/8	3/4	1	1	1/16	1/16	1.0		1	79	62
8	8	7/16	7/16	3/4	1	1	1/16	1/16	1.0		4	76	63
8	8	1/2	1/2	3/4	1	1	1/8	1/8	1.0		6	78	64
8	8	5/8	5/8	3/4	1	1	1/16	1/16	1.0		3	81	65
8	8	11/16	11/16	3/4	1	1	1/16	1/16	1.0		6	78	66
9	9	0	0	3/4	1	1	1/8	1/8	1.0		2	74	67
9	9	1/8	1/8	3/4	1	1	1/8	1/8	1.0		6	78	68
9	9	1/4	1/4	3/4	1	1	1/8	1/8	1.0		4	76	69
9	9	3/8	3/8	3/4	1	1	1/8	1/8	1.0		2	74	70
9	9	1/2	1/2	3/4	1	1	1/8	1/8	1.0		7	73	71
9	9	5/8	5/8	3/4	1	1	1/16	1/16	1.0		5	71	72
9	9	11/16	11/16	3/4	1	1	1/16	1/16	1.0		7	73	73
10	10	0	0	3/4	1	1	1/4	1/4	1.0		0	72	74
10	10	1/4	1/4	3/4	1	1	1/4	1/4	1.0		2	62	75
10	10	1/2	1/2	3/4	1	1	1/8	1/8	1.0		0	72	76
10	10	5/8	5/8	3/4	1	1	1/16	1/16	1.0		5	71	77
10	10	11/16	11/16	3/4	1	1	1/16	1/16	1.0		0	72	78
11	11	0	0	3/4	1	1	1/8	1/8	1.0		5	71	79
11	11	1/8	1/8	3/4	1	1	1/16	1/16	1.0		2	74	80
11	11	3/16	3/16	3/4	1	1	1/16	1/16	1.0		5	71	81
11	11	1/4	1/4	3/4	1	1	1/8	1/8	1.0		2	74	82
11	11	3/8	3/8	3/4	1	1	1/16	1/16	1.0		5	71	83
11	11	7/16	7/16	3/4	1	1	1/16	1/16	1.0		2	74	84
11	11	1/2	1/2	3/4	1	1	1/8	1/8	1.0		0	72	85
11	11	5/8	5/8	3/4	1	1	1/16	1/16	1.0		3	69	86
11	11	11/16	11/16	3/4	1	1	1/16	1/16	1.0		0	72	87
12	12	0	0	3/4	1	1	1/8	1/8	1.0		1	67	88
12	12	1/8	1/8	3/4	1	1	1/16	1/16	1.0		5	71	89
12	12	3/16	3/16	3/4	1	1	1/16	1/16	1.0		1	67	90
12	12	1/4	1/4	3/4	1	1	1/8	1/8	1.0		3	69	91
12	12	3/8	3/8	3/4	1	1	1/16	1/16	1.0		0	72	92
12	12	7/16	7/16	3/4	1	1	1/16	1/16	1.0		3	69	93
12	12	1/2	1/2	3/4	1	1	1/8	1/8	1.0		5	71	94
12	12	5/8	5/8	3/4	1	1	1/16	1/16	1.0		2	74	95
12	12	11/16	11/16	3/4	1	1	1/16	1/16	1.0		5	71	96
13	13	0	0	3/4	1	1	1/8	1/8	1.0		1	67	97
13	13	1/8	1/8	3/4	1	1	1/8	1/8	1.0		5	71	98
13	13	1/4	1/4	3/4	1	1	1/8	1/8	1.0		3	69	99
13	13	3/8	3/8	3/4	1	1	1/8	1/8	1.0		1	67	100
13	13	1/2	1/2	3/4	1	1	1/8	1/8	1.0		6	66	101
13	13	5/8	5/8	3/4	1	1	1/16	1/16	1.0		4	64	102
13	13	11/16	11/16	3/4	1	1	1/16	1/16	1.0		6	66	103
14	14	0	0	3/4	1	1	1/4	1/4	1.0		1	67	104
14	14	1/4	1/4	3/4	1	1	1/2	1/2	1.0		1	55	105
