mc	mn	mc_onset	mn_onset	timesig	staff	voice	duration	gracenote	nominal_duration	scalar	tied	tpc	midi	chord_id
1	1	0	0	3/4	1	1	1/4		1/4	1		4	76	0
1	1	1/4	1/4	3/4	1	1	1/8		1/8	1		4	76	1
1	1	3/8	3/8	3/4	1	1	1/16		1/16	1		6	78	2
1	1	7/16	7/16	3/4	1	1	1/16		1/16	1		8	80	3
1	1	1/2	1/2	3/4	1	1	1/16		1/16	1		3	81	4
1	1	9/16	9/16	3/4	1	1	1/16		1/16	1		8	80	5
1	1	5/8	5/8	3/4	1	1	1/16		1/16	1		6	78	6
1	1	11/16	11/16	3/4	1	1	1/16		1/16	1		4	76	7
2	2	0	0	3/4	1	1	1/4		1/4	1		2	74	8
2	2	1/4	1/4	3/4	1	1	1/8		1/8	1		2	74	9
2	2	3/8	3/8	3/4	1	1	1/16		1/16	1		4	76	10
2	2	7/16	7/16	3/4	1	1	1/16		1/16	1		6	78	11
2	2	1/2	1/2	3/4	1	1	1/16		1/16	1		8	80	12
2	2	9/16	9/16	3/4	1	1	1/16		1/16	1		6	78	13
2	2	5/8	5/8	3/4	1	1	1/16		1/16	1		4	76	14
2	2	11/16	11/16	3/4	1	1	1/16		1/16	1		2	74	15
3	3	0	0	3/4	1	1	1/8		1/8	1		7	73	16
3	3	1/8	1/8	3/4	1	1	1/16		1/16	1		2	74	17
3	3	3/16	3/16	3/4	1	1	1/16		1/16	1		4	76	18
3	3	1/4	1/4	3/4	1	1	1/8		1/8	1		6	78	19
3	3	3/8	3/8	3/4	1	1	1/16		1/16	1		8	80	20
3	3	7/16	7/16	3/4	1	1	1/16		1/16	1		3	81	21
3	3	1/2	1/2	3/4	1	1	1/8		1/8	1		5	71	22
3	3	5/8	5/8	3/4	1	1	1/16		1/16	1		7	73	23
3	3	11/16	11/16	3/4	1	1	1/16		1/16	1		2	74	24
4	4	0	0	3/4	1	1	1/16		1/16	1		7	73	25
4	4	1/16	1/16	3/4	1	1	1/16		1/16	1		5	71	26
4	4	1/8	1/8	3/4	1	1	1/16		1/16	1		3	69	27
4	4	3/16	3/16	3/4	1	1	1/16		1/16	1		8	68	28
4	4	1/4	1/4	3/4	1	1	1/8		1/8	1		3	69	29
4	4	3/8	3/8	3/4	1	1	1/8		1/8	1		4	64	30
4	4	1/2	1/2	3/4	1	1	1/8		1/8	1		7	61	31
4	4	5/8	5/8	3/4	1	1	1/8		1/8	1		3	57	32
5	5	0	0	3/4	1	1	1/4		1/4	1		4	76	33
5	5	1/4	1/4	3/4	1	1	1/8		1/8	1		4	76	34
5	5	3/8	3/8	3/4	1	1	1/16		1/16	1		6	78	35
5	5	7/16	7/16	3/4	1	1	1/16		1/16	1		8	80	36
5	5	1/2	1/2	3/4	1	1	1/16		1/16	1		3	81	37
5	5	9/16	9/16	3/4	1	1	1/16		1/16	1		8	80	38
5	5	5/8	5/8	3/4	1	1	1/16		1/16	1		6	78	39
5	5	11/16	11/16	3/4	1	1	1/16		1/16	1		4	76	40
